Molecule_ID,ext,External_ID,Gene,Name,Source_acc,Regulation_case.control,Validation,Scores
A0466,,AKT2_HUMAN,AKT2,RAC-beta serine/threonine protein kinase,A_23_P208870,ratio: 4.87,ratio_log2fc: 2.29,,p-value: 0.014631
A0467,,1433B_HUMAN,YWHAB,14-3-3 protein beta/alpha,A_23_P120414,ratio: 0.33,ratio_log2fc: -1.62,,p-value: 0.013999
A046H,,KLDC3_HUMAN,KLHDC3;PEAS,KELCH domain-containing protein 3,A_23_P156568,ratio: 7.6,ratio_log2fc: 2.93,,p-value: 0.0041
A046H,,KLDC3_HUMAN,KLHDC3;PEAS,KELCH domain-containing protein 3,A_24_P343255,ratio: 6.86,ratio_log2fc: 2.78,,p-value: 0.004695
A046J,,TXND9_HUMAN,TXNDC9;APACD,Thioredoxin domain containing 9,A_24_P362646,ratio: 0.29,ratio_log2fc: -1.78,,p-value: 0.014395
A0475,X,MK13_HUMAN,MAPK13;PRKM13;SAPK4,Mitogen-activated protein kinase 13,A_23_P145376,ratio: 3.11,ratio_log2fc: 1.64,,p-value: 0.013999
A0477,,B2CL1_HUMAN,BCL2L1;BCL2L;BCLX,Apoptosis regulator Bcl-X,A_23_P210886,ratio: 4.54,ratio_log2fc: 2.18,,p-value: 0.012445
A047G,,CXCR6_HUMAN,CXCR6;BONZO;STRL33,C-X-C chemokine receptor type 6,A_24_P46066,ratio: 0.16,ratio_log2fc: -2.67,,p-value: 0.013999
A047H,,KLDC4_HUMAN,KLHDC4,KELCH domain-containing protein 4,A_24_P8075,ratio: 3.09,ratio_log2fc: 1.63,,p-value: 0.013999
A0487,,HMOX2_HUMAN,HMOX2;HO2,Heme oxygenase 2,A_24_P381945,ratio: 7.59,ratio_log2fc: 2.92,,p-value: 0.009097
A048B,,SREK1_HUMAN,SREK1;SFRS12;SRRP86,Splicing factor;arginine/serine-rich 12,A_24_P937070,ratio: 0.17,ratio_log2fc: -2.56,,p-value: 0.013999
A048D,,CF118_HUMAN,,Hypothetical protein,A_32_P85106,ratio: 0.16,ratio_log2fc: -2.64,,p-value: 0.013999
A0491,,MP2K3_HUMAN,MAP2K3;MEK3;MKK3,Dual specificity mitogen-activated protein kinase kinase 3,A_23_P118427,ratio: 4.7,ratio_log2fc: 2.23,,p-value: 0.013999
A0492,X,STIP1_HUMAN,STIP1,Stress-induced-phosphoprotein 1,A_32_P92783,ratio: 5.05,ratio_log2fc: 2.34,,p-value: 0.013121
A0492,X,STIP1_HUMAN,STIP1,Stress-induced-phosphoprotein 1,A_24_P327815,ratio: 5.34,ratio_log2fc: 2.42,,p-value: 0.013999
A0499,,TBR1_HUMAN,TBR1,T-brain-1 protein,A_23_P5685,ratio: 0.16,ratio_log2fc: -2.67,,p-value: 0.013999
A049F,,PC11X_HUMAN,PCDH-X;PCDH11X;PCDH11,Protocadherin 11,A_24_P285055,ratio: 0.16,ratio_log2fc: -2.61,,p-value: 0.013999
A049F,,PC11X_HUMAN,PCDH-X;PCDH11X;PCDH11,Protocadherin 11,A_23_P217538,ratio: 0.16,ratio_log2fc: -2.63,,p-value: 0.013999
A049J,,TYRO_HUMAN,TYRL;TYR,Tyrosinase precursor,A_23_P312505,ratio: 0.16,ratio_log2fc: -2.63,,p-value: 0.013999
A0504,,INAR2_HUMAN,IFNAR2;IFNABR;IFNARB,Interferon-alpha/beta receptor beta chain precursor,A_23_P211080,ratio: 0.17,ratio_log2fc: -2.54,,p-value: 0.014147
A0505,,RGS4_HUMAN,RGS4,Regulator of G-protein signaling 4,A_23_P433855,ratio: 0.17,ratio_log2fc: -2.58,,p-value: 0.013999
A050I,,RASF1_HUMAN,RASSF1;RDA32,Ras association domain-containing protein 1,A_24_P148777,ratio: 4.14,ratio_log2fc: 2.05,,p-value: 0.013999
A050J,,TYRP2_HUMAN,DCT;TRP-2;TYRP2,Dopachrome tautomerase precursor,A_24_P390150,ratio: 0.16,ratio_log2fc: -2.61,,p-value: 0.013999
A051C,,KI18B_HUMAN,KIF18B,Kinesin-like protein KIF18B,A_24_P680947,ratio: 0.12,ratio_log2fc: -3.05,,p-value: 0.012829
A0521,,EVL_HUMAN,EVL;RNB6;B6,Ena/vasodilator stimulated phosphoprotein-like protein,A_24_P942648,ratio: 6.81,ratio_log2fc: 2.77,,p-value: 0.004547
A0523,,APBB1_HUMAN,APBB1;FE65;RIR,Amyloid beta A4 precursor protein-binding family B member 1,A_23_P1998,ratio: 4.38,ratio_log2fc: 2.13,,p-value: 0.009839
A0523,,APBB1_HUMAN,APBB1;FE65;RIR,Amyloid beta A4 precursor protein-binding family B member 1,A_24_P372613,ratio: 3.4,ratio_log2fc: 1.77,,p-value: 0.013999
A0526,,GRAP2_HUMAN,GRAP2;GADS;GRB2L,GRB2-related adaptor protein 2,A_24_P408449,ratio: 0.17,ratio_log2fc: -2.54,,p-value: 0.014132
A052C,,KI20A_HUMAN,KIF20A;RAB6KIFL;MKLP2,Kinesin family member 20A,A_23_P256956,ratio: 0.16,ratio_log2fc: -2.66,,p-value: 0.013999
A052D,,CF136_HUMAN,,Protein C6ORF136,A_23_P300826,ratio: 3.53,ratio_log2fc: 1.82,,p-value: 0.015231
A052F,,NOXIN_HUMAN,NOXIN,Nitric oxide-inducible gene protein,A_24_P926543,ratio: 0.16,ratio_log2fc: -2.64,,p-value: 0.013999
A052H,,KLH14_HUMAN,KLHL14,Kelch-like protein 14,A_23_P370830,ratio: 0.32,ratio_log2fc: -1.66,,p-value: 0.013999
A052I,,RASF4_HUMAN,RASSF4;AD037,RAS association (RALGDS\/AF-6) domain family 4,A_24_P295590,ratio: 6.36,ratio_log2fc: 2.67,,p-value: 0.013999
A052K,,OR1A1_HUMAN,OR1A1,Olfactory receptor;family 1;subfamily A;member 1,A_23_P141665,ratio: 0.16,ratio_log2fc: -2.65,,p-value: 0.013999
A0530,X,SOCS3_HUMAN,SOCS3;CIS3;SSI3,Suppressor of cytokine signaling 3,A_23_P207058,ratio: 0.12,ratio_log2fc: -3.04,,p-value: 0.004443
A0534,,GFAP_HUMAN,GFAP,Glial fibrillary acidic protein;astrocyte,A_24_P59786,ratio: 0.16,ratio_log2fc: -2.67,,p-value: 0.013999
A0534,,GFAP_HUMAN,GFAP,Glial fibrillary acidic protein;astrocyte,A_23_P66593,ratio: 0.16,ratio_log2fc: -2.60,,p-value: 0.013999
A053D,,CF141_HUMAN,,Uncharacterized protein C6orf141,A_23_P386398,ratio: 0.1,ratio_log2fc: -3.32,,p-value: 0.004409
A053G,,CXXC1_HUMAN,CXXC1;CFP1;CGBP,CpG binding protein,A_23_P141779,ratio: 5.68,ratio_log2fc: 2.51,,p-value: 0.008417
A0544,,VGFR1_HUMAN,VEGFR1;FLT1;FLT,Vascular endothelial growth factor receptor 1 precursor,A_24_P246125,ratio: 0.16,ratio_log2fc: -2.65,,p-value: 0.013999
A0547,,CASP8_HUMAN,CASP8;MCH5,Caspase-8 precursor,A_24_P157087,ratio: 0.12,ratio_log2fc: -3.07,,p-value: 0.003853
A0550,,BAG3_HUMAN,BAG3;BIS,BAG-family molecular chaperone regulator-3,A_23_P47077,ratio: 3.2,ratio_log2fc: 1.68,,p-value: 0.013999
A0556,,AT2A3_HUMAN,ATP2A3,Sarcoplasmic/endoplasmic reticulum calcium ATPase 3,A_23_P207632,ratio: 3.44,ratio_log2fc: 1.78,,p-value: 0.015133
A0558,X,BRAF_HUMAN,B-raf;BRAF;BRAF1,B-Raf proto-oncogene serine/threonine-protein kinase,A_24_P567502,ratio: 0.16,ratio_log2fc: -2.62,,p-value: 0.013999
A055G,,CYAC3_HUMAN,CYB561A3;CYBASC3;LCYTB,Cytochrome B;ascorbate dependent 3,A_23_P342131,ratio: 9.23,ratio_log2fc: 3.21,,p-value: 0.009858
A0560,X,UN13A_HUMAN,UNC13A,Protein unc-13 homolog A,A_23_P365494,ratio: 0.16,ratio_log2fc: -2.61,,p-value: 0.013999
A0560,X,UN13A_HUMAN,UNC13A,Protein unc-13 homolog A,A_24_P472007,ratio: 0.17,ratio_log2fc: -2.57,,p-value: 0.013999
A056J,,U119A_HUMAN,UNC119;RG4,Unc-119 protein homolog,A_23_P49842,ratio: 6.32,ratio_log2fc: 2.66,,p-value: 0.007712
A0587,X,ADDB_HUMAN,ADD2;ADDB,Beta adducin,A_23_P317636,ratio: 0.17,ratio_log2fc: -2.60,,p-value: 0.013999
A0587,X,ADDB_HUMAN,ADD2;ADDB,Beta adducin,A_23_P421436,ratio: 0.16,ratio_log2fc: -2.68,,p-value: 0.015306
A058C,X,KIF12_HUMAN,KIF12,Kinesin family member 12,A_23_P386356,ratio: 10.34,ratio_log2fc: 3.37,,p-value: 0.005776
A058G,,D19L3_HUMAN,DPY19L3,Protein DPY-19 homolog 3,A_24_P156153,ratio: 0.15,ratio_log2fc: -2.74,,p-value: 0.011792
A058I,,RAVR2_HUMAN,RAVER2,Ribonucleoprotein PTB-binding protein 2,A_24_P239902,ratio: 0.16,ratio_log2fc: -2.66,,p-value: 0.013999
A0596,X,SNAA_HUMAN,NAPA;SNAPA,Alpha-soluble NSF attachment protein,A_23_P55990,ratio: 2.84,ratio_log2fc: 1.51,,p-value: 0.013999
A059C,X,KIF14_HUMAN,KIF14,Kinesin-like protein KIF14,A_23_P149668,ratio: 0.13,ratio_log2fc: -3.00,,p-value: 0.013999
A059D,,CF201_HUMAN,,Uncharacterized protein C6orf201,A_24_P350303,ratio: 0.15,ratio_log2fc: -2.78,,p-value: 0.013999
A0602,,SHRPN_HUMAN,SHARPIN;SIPL1;HRBCKL1-ALPHA,SHANK-interacting protein-like 1,A_24_P255798,ratio: 3.82,ratio_log2fc: 1.93,,p-value: 0.013999
A0608,,EREG_HUMAN,EREG,Proepiregulin precursor,A_24_P217520,ratio: 0.16,ratio_log2fc: -2.61,,p-value: 0.013999
A060C,,KIF15_HUMAN,KIF15;KLP2;KNSL7,Kinesin-like protein 2,A_23_P80902,ratio: 0.29,ratio_log2fc: -1.79,,p-value: 0.013999
A060I,,RB40C_HUMAN,RAB40C;RARL;RASL8C,Ras-related protein Rab-40C,A_23_P396062,ratio: 5.73,ratio_log2fc: 2.52,,p-value: 0.013776
A0612,,5HT2A_HUMAN,HTR2A;HTR2,5-hydroxytryptamine (seotonin) 2A receptor,A_24_P355967,ratio: 0.16,ratio_log2fc: -2.63,,p-value: 0.013999
A0614,,TSC2_HUMAN,TSC2;TSC4,Tuberin,A_23_P66110,ratio: 4.99,ratio_log2fc: 2.32,,p-value: 0.011555
A0617,,HUNK_HUMAN,HUNK;MAKV,Hormonally up-regulated NEU tumor-associated kinase,A_24_P160070,ratio: 0.17,ratio_log2fc: -2.58,,p-value: 0.013999
A061B,,SUGP2_HUMAN,SUGP2;SFRS14,SURP and G-patch domain-containing protein 2,A_23_P16562,ratio: 3.39,ratio_log2fc: 1.76,,p-value: 0.013999
A0626,,GBRR1_HUMAN,GABRR1,Gamma-aminobutyric-acid receptor rho-1 subunit precursor,A_23_P256754,ratio: 0.18,ratio_log2fc: -2.51,,p-value: 0.014189
A0629,,MAST2_HUMAN,MAST2;MAST205;HMAST205,Microtubule-associated serine/threonine-protein kinase 2,A_23_P126008,ratio: 5.48,ratio_log2fc: 2.45,,p-value: 0.013367
A062B,X,SURF6_HUMAN,SURF6;SURF-6,Surfeit locus protein 6,A_23_P216739,ratio: 5.38,ratio_log2fc: 2.43,,p-value: 0.012277
A0632,,ATF4_HUMAN,ATF4;CREB2;TXREB,Cyclic-AMP-dependent transcription factor ATF-4,A_23_P120941,ratio: 3.04,ratio_log2fc: 1.60,,p-value: 0.013999
A0633,,1433F_HUMAN,YWHAH;YWHA1,14-3-3 protein eta,A_23_P103070,ratio: 0.32,ratio_log2fc: -1.64,,p-value: 0.013999
A0634,,SC6A1_HUMAN,SLC6A1;GABATR;GABT1,Sodium- and chloride-dependent GABA transporter 1,A_23_P166758,ratio: 0.16,ratio_log2fc: -2.61,,p-value: 0.013999
A063A,,PTHR_HUMAN,PTHLH;PTHRP,Parathyroid hormone-related protein precursor,A_24_P17031,ratio: 0.15,ratio_log2fc: -2.73,,p-value: 0.012959
A063A,,PTHR_HUMAN,PTHLH;PTHRP,Parathyroid hormone-related protein precursor,A_24_P923612,ratio: 0.18,ratio_log2fc: -2.45,,p-value: 0.013999
A0642,,ILK_HUMAN,ILK;ILK1;ILK2,Integrin-linked protein kinase 1,A_23_P105066,ratio: 3.51,ratio_log2fc: 1.81,,p-value: 0.013999
A0643,,PARVB_HUMAN,PARVB;CGI-56;CLINT,Beta-parvin,A_23_P40718,ratio: 5.04,ratio_log2fc: 2.33,,p-value: 0.009901
A0647,X,ANXA1_HUMAN,ANXA1;ANX1;LPC1,Annexin A1,A_23_P94501,ratio: 0.19,ratio_log2fc: -2.37,,p-value: 0.013999
A0648,,S10AA_HUMAN,S100A10;ANX2LG;CAL1L,Calpactin I light chain,A_23_P137984,ratio: 0.23,ratio_log2fc: -2.12,,p-value: 0.010669
A064F,,GCP6_HUMAN,TUBGCP6;GCP6,Gamma-tubulin complex component 6,A_23_P6546,ratio: 7.35,ratio_log2fc: 2.88,,p-value: 0.005535
A064G,,DALD3_HUMAN,DALRD3,DALR anticodon binding domain containing 3,A_23_P135611,ratio: 5.29,ratio_log2fc: 2.40,,p-value: 0.013999
A0654,,MARE2_HUMAN,MAPRE2;RP1,T-cell activation protein,A_24_P193911,ratio: 0.16,ratio_log2fc: -2.67,,p-value: 0.013999
A065A,,PZRN4_HUMAN,PDZRN4;LNX4;SEMCAP3L,PDZ domain-containing RING finger protein 4,A_23_P415154,ratio: 0.18,ratio_log2fc: -2.50,,p-value: 0.014543
A0662,X,ANK1_HUMAN,hANK1;ANK1;ANK,Ankyrin 1,A_24_P162483,ratio: 0.17,ratio_log2fc: -2.58,,p-value: 0.013999
A0662,X,ANK1_HUMAN,hANK1;ANK1;ANK,Ankyrin 1,A_24_P162485,ratio: 0.18,ratio_log2fc: -2.44,,p-value: 0.013999
A0669,,RUVB2_HUMAN,RUVBL2;INO80J;TIP48,RuvB-like 2,A_23_P39110,ratio: 6.83,ratio_log2fc: 2.77,,p-value: 0.013999
A066C,,KIF2B_HUMAN,KIF2B,Kinesin-like protein KIF2B,A_23_P107102,ratio: 0.15,ratio_log2fc: -2.78,,p-value: 0.013999
A066F,,FCRL4_HUMAN,FCRL4;FCRH4;IFGP2,Fc receptor-like protein 4,A_23_P115201,ratio: 0.16,ratio_log2fc: -2.64,,p-value: 0.014359
A066H,,KLHL7_HUMAN,KLHL7;SBBI26,KELCH-like protein 7,A_24_P295050,ratio: 0.3,ratio_log2fc: -1.74,,p-value: 0.014118
A066I,,RBM38_HUMAN,RNPC1;RBM38;SEB4,RNA-binding protein 38,A_23_P17430,ratio: 6.89,ratio_log2fc: 2.78,,p-value: 0.0088
A0676,,OPRK_HUMAN,OPRK1;OPRK,Kappa-type opioid receptor,A_32_P33576,ratio: 0.17,ratio_log2fc: -2.56,,p-value: 0.013999
A0679,,ADA2A_HUMAN,ADRA2A;ADRA2R;ADRAR,Alpha-2A adrenergic receptor,A_23_P138706,ratio: 0.3,ratio_log2fc: -1.76,,p-value: 0.013999
A067J,,UB2Q2_HUMAN,UBE2Q2,Ubiquitin-conjugating enzyme E2 Q2,A_24_P412617,ratio: 0.19,ratio_log2fc: -2.40,,p-value: 0.011055
A067J,,UB2Q2_HUMAN,UBE2Q2,Ubiquitin-conjugating enzyme E2 Q2,A_23_P77274,ratio: 0.26,ratio_log2fc: -1.96,,p-value: 0.013999
A0685,,AUXI_HUMAN,DNAJC6,Putative tyrosine-protein phosphatase auxilin,A_23_P147479,ratio: 0.16,ratio_log2fc: -2.66,,p-value: 0.013999
A0686,,AP1B1_HUMAN,AP1B1;ADTB1;BAM22,AP-1 complex subunit beta-1,A_23_P6398,ratio: 4.79,ratio_log2fc: 2.26,,p-value: 0.010935
A0688,X,AP1M1_HUMAN,AP1M1;CLTNM,Adaptor-related protein complex 1;mu 1 subunit,A_23_P55802,ratio: 10.9,ratio_log2fc: 3.45,,p-value: 0.011277
A0689,,AP1M2_HUMAN,AP1M2,Adaptor-related protein complex 1;mu 2 subunit,A_23_P78543,ratio: 7.11,ratio_log2fc: 2.83,,p-value: 0.014278
A068J,,UB2R1_HUMAN,CDC34;UBCH3;UBE2R1,Ubiquitin-conjugating enzyme E2-32 kDa complementing,A_24_P177025,ratio: 6,ratio_log2fc: 2.59,,p-value: 0.012391
A068J,,UB2R1_HUMAN,CDC34;UBCH3;UBE2R1,Ubiquitin-conjugating enzyme E2-32 kDa complementing,A_23_P164999,ratio: 4.12,ratio_log2fc: 2.04,,p-value: 0.013999
A0692,,AP1G2_HUMAN,AP1G2,Adapter-related protein complex 1 gamma 2 subunit,A_23_P2967,ratio: 3.96,ratio_log2fc: 1.99,,p-value: 0.012996
A0693,,PACN3_HUMAN,PACSIN3,Protein kinase C and casein kinase substrate in neurons protein 3,A_24_P381136,ratio: 7.35,ratio_log2fc: 2.88,,p-value: 0.004374
A0695,,ERRFI_HUMAN,ERRFI1;MIG6;MIG-6,Mitogen-inducible gene 6 protein,A_23_P46470,ratio: 4.94,ratio_log2fc: 2.31,,p-value: 0.013999
A0699,,FLT3_HUMAN,FLT3;STK1;STK-1,Receptor-type tyrosine-protein kinase FLT3,A_23_P99442,ratio: 0.16,ratio_log2fc: -2.66,,p-value: 0.011961
A069C,,KIF3C_HUMAN,KIF3C,Kinesin-like protein KIF3C,A_23_P120325,ratio: 0.3,ratio_log2fc: -1.75,,p-value: 0.01403
A069H,,KLRG1_HUMAN,KLRG1;CLEC15A;MAFA,ITIM-containing receptor MAFA-L,A_24_P261760,ratio: 0.16,ratio_log2fc: -2.62,,p-value: 0.013999
A069I,,RBM48_HUMAN,RBM48;HSPC304,UPF0712 protein C7ORF64,A_23_P59714,ratio: 0.17,ratio_log2fc: -2.52,,p-value: 0.013999
A0701,,3BP2_HUMAN,SH3BP2;3BP2;RES4-23,SH3 domain-binding protein 2,A_23_P110116,ratio: 3.94,ratio_log2fc: 1.98,,p-value: 0.013999
A0704,,GDIR1_HUMAN,ARHGDIA;GDIA1,Rho GDP-dissociation inhibitor 1,A_23_P207766,ratio: 3.19,ratio_log2fc: 1.67,,p-value: 0.01403
A070B,,T22D4_HUMAN,TSC22D4;TILZ2;THG-1,TSC22 domain family protein 4,A_24_P200942,ratio: 4.95,ratio_log2fc: 2.31,,p-value: 0.008335
A070B,,T22D4_HUMAN,TSC22D4;TILZ2;THG-1,TSC22 domain family protein 4,A_23_P250866,ratio: 4.34,ratio_log2fc: 2.12,,p-value: 0.013999
A070K,,OR7G3_HUMAN,OR7G3,Olfactory receptor 7G3,A_23_P141939,ratio: 0.16,ratio_log2fc: -2.64,,p-value: 0.013999
A0723,,SH2B1_HUMAN,SH2B1;SH2B,SH2B adapter protein 1,A_24_P185029,ratio: 11.16,ratio_log2fc: 3.48,,p-value: 0.005581
A072H,,KPCD2_HUMAN,PKD2;PRKD2;HSPC187,Serine/threonine-protein kinase D2,A_23_P78802,ratio: 3.62,ratio_log2fc: 1.86,,p-value: 0.013999
A0742,,TITIN_HUMAN,TTN,Titin,A_23_P68219,ratio: 0.15,ratio_log2fc: -2.72,,p-value: 0.014082
A0745,,4F2_HUMAN,SLC3A2;MDU1,4F2 cell-surface antigen heavy chain,A_23_P75811,ratio: 12.71,ratio_log2fc: 3.67,,p-value: 0.006399
A0746,,KCND2_HUMAN,KCND2,Potassium voltage-gated channel subfamily D member 2,A_23_P112564,ratio: 0.16,ratio_log2fc: -2.61,,p-value: 0.013999
A0746,,KCND2_HUMAN,KCND2,Potassium voltage-gated channel subfamily D member 2,A_23_P259251,ratio: 0.17,ratio_log2fc: -2.58,,p-value: 0.013999
A074A,,RAB24_HUMAN,RAB24;PP4748,Ras-related protein Rab-24,A_23_P21072,ratio: 13.63,ratio_log2fc: 3.77,,p-value: 0.003069
A074A,,RAB24_HUMAN,RAB24;PP4748,Ras-related protein Rab-24,A_23_P61823,ratio: 4.44,ratio_log2fc: 2.15,,p-value: 0.013999
A074C,X,KIFC1_HUMAN,KIFC1;HSET;KNSL2,Kinesin-like protein KIFC1,A_23_P133956,ratio: 0.15,ratio_log2fc: -2.72,,p-value: 0.013999
A074I,,RCAN3_HUMAN,DSCR1L2;RCAN3,Calcipressin 3,A_23_P35205,ratio: 0.24,ratio_log2fc: -2.03,,p-value: 0.013999
A074J,,UBE3D_HUMAN,UBE3D;UBE2CBP;H10BH,Ubiquitin-conjugating enzyme E2C-binding protein,A_23_P365327,ratio: 0.16,ratio_log2fc: -2.61,,p-value: 0.013999
A0751,,SMAD5_HUMAN,SMAD5;MADH5,Mothers against decapentaplegic homolog 5,A_23_P144944,ratio: 0.28,ratio_log2fc: -1.84,,p-value: 0.013999
A0753,,CSK21_HUMAN,CSNK2A1;CK2A1,Casein kinase II;alpha chain,A_24_P57324,ratio: 0.17,ratio_log2fc: -2.58,,p-value: 0.013999
A0757,,CNTN1_HUMAN,CNTN1,Contactin-1 precursor,A_23_P390700,ratio: 0.16,ratio_log2fc: -2.61,,p-value: 0.013999
A0757,,CNTN1_HUMAN,CNTN1,Contactin-1 precursor,A_24_P128200,ratio: 0.17,ratio_log2fc: -2.60,,p-value: 0.013999
A075C,,KIFC3_HUMAN,KIFC3,Kinesin family member C3,A_23_P54576,ratio: 11.56,ratio_log2fc: 3.53,,p-value: 0.003674
A075D,,CH034_HUMAN,VEST1;VEST-1,Uncharacterized protein C8orf34,A_24_P935243,ratio: 0.16,ratio_log2fc: -2.62,,p-value: 0.013999
A075G,,DC121_HUMAN,DCAF12L1;WDR40B,DDB1- and CUL4-associated factor 12-like protein 1,A_23_P301504,ratio: 0.16,ratio_log2fc: -2.62,,p-value: 0.013999
A0762,,CNTP2_HUMAN,CNTNAP2;CASPR2,Contactin associated protein-like 2 precursor,A_23_P95802,ratio: 0.17,ratio_log2fc: -2.58,,p-value: 0.013999
A0763,X,KCNA1_HUMAN,KCNA1,Potassium voltage-gated channel subfamily A member 1,A_23_P48229,ratio: 0.14,ratio_log2fc: -2.84,,p-value: 0.013999
A0763,X,KCNA1_HUMAN,KCNA1,Potassium voltage-gated channel subfamily A member 1,A_24_P498652,ratio: 0.16,ratio_log2fc: -2.62,,p-value: 0.013999
A0764,,KCNA2_HUMAN,KCNA2,Potassium voltage-gated channel subfamily A member 2,A_32_P40596,ratio: 0.16,ratio_log2fc: -2.61,,p-value: 0.013999
A0769,,CXCR2_HUMAN,IL8RB;CXCR2,Interleukin 8 receptor beta,A_24_P933228,ratio: 0.17,ratio_log2fc: -2.54,,p-value: 0.014052
A0774,,CDC6_HUMAN,CDC6;CDC18L;HSCDC6,CDC6-related protein,A_23_P49972,ratio: 0.16,ratio_log2fc: -2.63,,p-value: 0.013367
A077I,,RCOR2_HUMAN,RCOR2,REST corepressor 2,A_32_P218030,ratio: 0.36,ratio_log2fc: -1.48,,p-value: 0.014543
A0787,X,FKBP4_HUMAN,FKBP4;FKBP52,FK506-binding protein 4,A_32_P71788,ratio: 3.89,ratio_log2fc: 1.96,,p-value: 0.013999
A078I,,RD21L_HUMAN,RAD21L1;RAD21L,Double-strand-break repair protein RAD21-like protein 1,A_23_P91317,ratio: 0.18,ratio_log2fc: -2.50,,p-value: 0.014987
A0794,,BMR1A_HUMAN,BMPR1A;ACVRLK3;ALK3,Bone morphogenetic protein receptor type IA precursor,A_24_P418717,ratio: 0.13,ratio_log2fc: -2.96,,p-value: 0.010112
A0796,X,AKAP2_HUMAN,AKAP2;PRKA2;PALM2-AKAP2,A-kinase anchor protein 2,A_23_P359043,ratio: 0.26,ratio_log2fc: -1.93,,p-value: 0.013999
A079C,X,KLC4_HUMAN,KLC4;KNSL8,Kinesin light chain 4,A_23_P133799,ratio: 4.9,ratio_log2fc: 2.29,,p-value: 0.013117
A0802,X,AKA12_HUMAN,AKAP12;AKAP250,A-kinase anchor protein 12,A_23_P111311,ratio: 0.25,ratio_log2fc: -2.00,,p-value: 0.013999
A0809,,ROP1A_HUMAN,ROPN1;ROPN1A,Ropporin,A_24_P931211,ratio: 0.16,ratio_log2fc: -2.68,,p-value: 0.013999
A080A,,RAP2B_HUMAN,RAP2B,Ras-related protein Rap-2b,A_24_P123052,ratio: 0.28,ratio_log2fc: -1.85,,p-value: 0.013999
A080D,,THEM6_HUMAN,THEM6;DSCD75,UPF0670 protein C8ORF55,A_23_P257057,ratio: 6.98,ratio_log2fc: 2.80,,p-value: 0.013999
A0810,,ROP1L_HUMAN,ROPN1L;ASP,AKAP-associated sperm protein,A_32_P335921,ratio: 0.21,ratio_log2fc: -2.27,,p-value: 0.013999
A0821,,CD44_HUMAN,CD44;LHR;MDU2,CD44 antigen,A_24_P919538,ratio: 0.17,ratio_log2fc: -2.52,,p-value: 0.013999
A082A,,RASEF_HUMAN,RASEF;RAB45,RAS and EF-hand domain-containing protein,A_24_P183994,ratio: 0.17,ratio_log2fc: -2.58,,p-value: 0.013999
A0831,,TRPC5_HUMAN,TRPC5;TRP5,Short transient receptor potential channel 5,A_23_P254989,ratio: 0.16,ratio_log2fc: -2.60,,p-value: 0.013999
A0833,,ROCK1_HUMAN,ROCK1,RHO-associated protein kinase 1,A_23_P130429,ratio: 0.27,ratio_log2fc: -1.86,,p-value: 0.013999
A083A,,RASF5_HUMAN,RASSF5;NORE1;RAPL,RAS association domain-containing protein 5,A_23_P201497,ratio: 0.18,ratio_log2fc: -2.46,,p-value: 0.014052
A083A,,RASF5_HUMAN,RASSF5;NORE1;RAPL,RAS association domain-containing protein 5,A_24_P336584,ratio: 0.16,ratio_log2fc: -2.63,,p-value: 0.014227
A083G,,DCNL2_HUMAN,DCUN1D2;DCUN1L2,DCN1-like protein 2,A_23_P205194,ratio: 0.15,ratio_log2fc: -2.69,,p-value: 0.013999
A0841,,RTKN_HUMAN,RTKN;RTKN1,Rhotekin,A_23_P120056,ratio: 8.76,ratio_log2fc: 3.13,,p-value: 0.011462
A0851,,ROS1_HUMAN,ROS1;MCF3;ROS,Proto-oncogene tyrosine-protein kinase ROS precursor,A_23_P70278,ratio: 0.16,ratio_log2fc: -2.62,,p-value: 0.013999
A085A,,REL1_HUMAN,RLN1,Prorelaxin H1 precursor,A_23_P60210,ratio: 0.33,ratio_log2fc: -1.61,,p-value: 0.014543
A085D,,CH3L1_HUMAN,CHI3L1,Chitinase-3 like protein 1 precursor,A_23_P137665,ratio: 8.79,ratio_log2fc: 3.14,,p-value: 0.013999
A0863,,CASP2_HUMAN,CASP2;ICH1;NEDD2,Caspase-2 precursor,A_23_P215701,ratio: 0.17,ratio_log2fc: -2.53,,p-value: 0.01415
A0866,,TNR3_HUMAN,LTBR;D12S370;TNFCR,Tumor necrosis factor receptor superfamily member 3 precursor,A_23_P53557,ratio: 3.2,ratio_log2fc: 1.68,,p-value: 0.013999
A0867,X,BIRC3_HUMAN,BIRC3;API2;IAP1,Baculoviral IAP repeat-containing protein 3,A_23_P98350,ratio: 0.13,ratio_log2fc: -2.90,,p-value: 0.013999
A0871,,PKN1_HUMAN,PKN1;PAK1;PKN,Protein kinase C-like 1,A_23_P67271,ratio: 4.75,ratio_log2fc: 2.25,,p-value: 0.009482
A0873,,IRAK1_HUMAN,IRAK1;IRAK,Interleukin-1 receptor-associated kinase 1,A_23_P73780,ratio: 5.95,ratio_log2fc: 2.57,,p-value: 0.009839
A0875,,IL1R1_HUMAN,IL1R1;IL1R;IL1RA,Interleukin-1 receptor;type I precursor,A_24_P200023,ratio: 0.16,ratio_log2fc: -2.60,,p-value: 0.004374
A0878,,FADD_HUMAN,FADD;MORT1;GIG3,FAS-associating death domain-containing protein,A_24_P278637,ratio: 4.02,ratio_log2fc: 2.01,,p-value: 0.013999
