Gene_Name	CKDdb_num_of_studies	CKDdb_Disease
KNG	33	Polycystic_Kidney_Disease, remnant_kidney_model, Diabetes, Nephrosclerosis, AKI, Transplantation, Glomerulonephritis, Nephrotic_Syndrome (Autosomal Dominant Polycystic kidney disease, remnant kidney model, diabetic kidney disease, glomerulosclerosis, diabetic nephropathy, AKI, diabetic nephropathy treated with Phlorizin, Acute Renal Allograft Rejection, type 2 diabetic nephropathy, Autosomal Dominant Polycystic Kidney disease, focal segmental glomerulosclerosis, diabetic nephropathy in T1D, IgA nephropathy, paediatric idiopathic nephrotic syndrome)
LRP2	33	Polycystic_Kidney_Disease, Nephrosclerosis, Diabetes, Glomerulonephritis, AKI (Autosomal dominant polycystic kidney disease, Autosomal Dominant Polycystic kidney disease, glomerulosclerosis, type 1 diabetes without retinopathy or nephropathy, type 1 diabetes with retinopathy, type 1 diabetes with retinopathy vs type 1 diabetes without retinopathy or nephropathy, type 1 diabetes with retinopathy and nephropathy vs type 1 diabetes without retinopathy or nephropathy, type 1 diabetes with retinopathy and nephropathy vs type 1 diabetes with retinopathy, adriamycin nephropathy and Thy1.1 induced glomerulonephritis, Diabetic Nephropathy, AKI, diabetic nephropathy, basement membrane nephropathy)
UMOD	33	Polycystic_Kidney_Disease, Diabetes, Glomerulonephritis, Nephrosclerosis, ureteral_obstruction, Transplantation, Nephrotic_Syndrome (Autosomal dominant polycystic kidney disease, Autosomal Dominant Polycystic kidney disease, diabetic nephropathy, FSGS, glomerulosclerosis, type 1 diabetes with retinopathy and nephropathy, type 1 diabetes with retinopathy and nephropathy vs type 1 diabetes without retinopathy or nephropathy, type 1 diabetes with retinopathy and nephropathy vs type 1 diabetes with retinopathy, type 2 diabetic nephropathy, adriamycin nephropathy and Thy1.1 induced glomerulonephritis, congenital bilateral hydronephrosis, glomerular kidney disease, diabetic nephropathy in T1D, IgA nephropathy, acute renal allograft rejection, membranoproliferative glomerulonephritis model, focal segmental glomerulosclerosis, basement membrane nephropathy, paediatric idiopathic nephrotic syndrome)
FGG	32	Dialysis, Polycystic_Kidney_Disease, remnant_kidney_model, Diabetes, AKI, Transplantation, ureteral_obstruction, Glomerulonephritis, Puromycin_induced, Chronic_Renal_Insufficiency, Nephrotic_Syndrome, glomerular_disease (hemodialysis, Autosomal Dominant Polycystic Kidney disease, polycystic kidney disease, Autosomal Dominant Polycystic kidney disease, remnant kidney model, diabetic nephropathy, AKI, Acute Renal Allograft Rejection, congenital bilateral hydronephrosis, chronic glomerulonephritis, Puromycin nephropathy model, diabetic nephropathy in T1D, Peritonitis, Diabetes Mellitus-associated Erectile Dysfunction, obstructive uropathy, Chronic kidney disease, paediatric idiopathic nephrotic syndrome, glomerular disease)
PRO2061	32	Dialysis, Polycystic_Kidney_Disease, remnant_kidney_model, Diabetes, AKI, Transplantation, ureteral_obstruction, Glomerulonephritis, Puromycin_induced, Chronic_Renal_Insufficiency, Nephrotic_Syndrome, glomerular_disease (hemodialysis, Autosomal Dominant Polycystic Kidney disease, polycystic kidney disease, Autosomal Dominant Polycystic kidney disease, remnant kidney model, diabetic nephropathy, AKI, Acute Renal Allograft Rejection, congenital bilateral hydronephrosis, chronic glomerulonephritis, Puromycin nephropathy model, diabetic nephropathy in T1D, Peritonitis, Diabetes Mellitus-associated Erectile Dysfunction, obstructive uropathy, Chronic kidney disease, paediatric idiopathic nephrotic syndrome, glomerular disease)
ANXA2	31	Dialysis, cisplatin_induced, Glomerulonephritis, Diabetes, Vasopressine_induced, ureteral_obstruction, Transplantation, Fibrosis (hemodialysis, cisplatin-induced nephrotoxicity, lupus nephritis, diabetic nephropathy, diabetic kidney disease, type 1 diabetes without retinopathy or nephropathy, type 1 diabetes with retinopathy, type 1 diabetes with retinopathy and nephropathy, type 1 diabetes with retinopathy vs type 1 diabetes without retinopathy or nephropathy, type 1 diabetes with retinopathy and nephropathy vs type 1 diabetes with retinopathy, mesangial proliferative glomerulonephritis, Vasopressine in vitro model, unilateral uteropelvic junction obstruction, diabetic nephropathy in Type 1 diabetes, acute renal allograft rejection, Interstitial fibrosis and tubular atrophy, type 2 diabetes without nephropathy, type 2 diabetes with retinopathy, diabetes with overt diabetic nephropathy)
ANX2	31	Dialysis, cisplatin_induced, Glomerulonephritis, Diabetes, Vasopressine_induced, ureteral_obstruction, Transplantation, Fibrosis (hemodialysis, cisplatin-induced nephrotoxicity, lupus nephritis, diabetic nephropathy, diabetic kidney disease, type 1 diabetes without retinopathy or nephropathy, type 1 diabetes with retinopathy, type 1 diabetes with retinopathy and nephropathy, type 1 diabetes with retinopathy vs type 1 diabetes without retinopathy or nephropathy, type 1 diabetes with retinopathy and nephropathy vs type 1 diabetes with retinopathy, mesangial proliferative glomerulonephritis, Vasopressine in vitro model, unilateral uteropelvic junction obstruction, diabetic nephropathy in Type 1 diabetes, acute renal allograft rejection, Interstitial fibrosis and tubular atrophy, type 2 diabetes without nephropathy, type 2 diabetes with retinopathy, diabetes with overt diabetic nephropathy)
ANX2L4	31	Dialysis, cisplatin_induced, Glomerulonephritis, Diabetes, Vasopressine_induced, ureteral_obstruction, Transplantation, Fibrosis (hemodialysis, cisplatin-induced nephrotoxicity, lupus nephritis, diabetic nephropathy, diabetic kidney disease, type 1 diabetes without retinopathy or nephropathy, type 1 diabetes with retinopathy, type 1 diabetes with retinopathy and nephropathy, type 1 diabetes with retinopathy vs type 1 diabetes without retinopathy or nephropathy, type 1 diabetes with retinopathy and nephropathy vs type 1 diabetes with retinopathy, mesangial proliferative glomerulonephritis, Vasopressine in vitro model, unilateral uteropelvic junction obstruction, diabetic nephropathy in Type 1 diabetes, acute renal allograft rejection, Interstitial fibrosis and tubular atrophy, type 2 diabetes without nephropathy, type 2 diabetes with retinopathy, diabetes with overt diabetic nephropathy)
COL1A2	31	Dialysis, healthy, Chronic_Renal_Insufficiency, Polycystic_Kidney_Disease, Fibrosis, Glomerulonephritis, Diabetes, Nephrosclerosis, AKI, Transplantation, Nephrotic_Syndrome, Chronic_rejection (hemodialysis, healthy, Chronic kidney disease, Peritoneal dialysis, Autosomal Dominant Polycystic Kidney disease, Interstitial fibrosis and tubular atrophy, Autosomal Dominant Polycystic kidney disease, Thy_1_nephritis, lupus nephritis, diabetic kidney disease, glomerulosclerosis, diabetic nephropathy, AKI, Acute Renal Allograft Rejection, diabetic retinopathy, Diabetes Mellitus-associated Erectile Dysfunction, Diabetic Cardiomyopathy, paediatric idiopathic nephrotic syndrome, Chronic_rejection)
GSN	31	Dialysis, Polycystic_Kidney_Disease, Diabetes, AKI, Glomerulonephritis, Vasopressine_induced, ureteral_obstruction, Fibrosis, Gentamicin_induced, Nephrotic_Syndrome (hemodialysis, Autosomal Dominant Polycystic kidney disease, diabetic nephropathy, AKI, type 1 diabetes without retinopathy or nephropathy, type 1 diabetes with retinopathy, type 1 diabetes with retinopathy and nephropathy, type 1 diabetes with retinopathy vs type 1 diabetes without retinopathy or nephropathy, type 1 diabetes with retinopathy and nephropathy vs type 1 diabetes without retinopathy or nephropathy, adriamycin nephropathy and Thy1.1 induced glomerulonephritis, Autosomal Dominant Polycystic Kidney disease, Vasopressine in vitro model, unilateral uteropelvic junction obstruction, diabetic nephropathy in Type 1 diabetes, Interstitial fibrosis and tubular atrophy, Gentamicin-induced nephropathy, type 2 diabetic nephropathy, Diabetic Cardiomyopathy, paediatric idiopathic nephrotic syndrome)
LCN2	31	Dialysis, AKI, Diabetes, Chronic_Renal_Insufficiency, cisplatin_induced, Polycystic_Kidney_Disease, Glomerulonephritis, IRI, Nephrotic_Syndrome (hemodialysis, AKI, diabetic nephropathy, Chronic kidney disease, cisplatin-induced nephrotoxicity, Autosomal Dominant Polycystic Kidney disease, lupus nephritis, polycystic kidney disease, Autosomal Dominant Polycystic kidney disease, diabetic kidney disease, mouse_CKD_model, ischemic injury model, type 1 diabetes with retinopathy, type 1 diabetes with retinopathy and nephropathy, type 1 diabetes with retinopathy vs type 1 diabetes without retinopathy or nephropathy, type 1 diabetes with retinopathy and nephropathy vs type 1 diabetes without retinopathy or nephropathy, type 1 diabetes with retinopathy and nephropathy vs type 1 diabetes with retinopathy, type 2 diabetic nephropathy, paediatric idiopathic nephrotic syndrome)
HNL	31	Dialysis, AKI, Diabetes, Chronic_Renal_Insufficiency, cisplatin_induced, Polycystic_Kidney_Disease, Glomerulonephritis, IRI, Nephrotic_Syndrome (hemodialysis, AKI, diabetic nephropathy, Chronic kidney disease, cisplatin-induced nephrotoxicity, Autosomal Dominant Polycystic Kidney disease, lupus nephritis, polycystic kidney disease, Autosomal Dominant Polycystic kidney disease, diabetic kidney disease, mouse_CKD_model, ischemic injury model, type 1 diabetes with retinopathy, type 1 diabetes with retinopathy and nephropathy, type 1 diabetes with retinopathy vs type 1 diabetes without retinopathy or nephropathy, type 1 diabetes with retinopathy and nephropathy vs type 1 diabetes without retinopathy or nephropathy, type 1 diabetes with retinopathy and nephropathy vs type 1 diabetes with retinopathy, type 2 diabetic nephropathy, paediatric idiopathic nephrotic syndrome)
NGAL	31	Dialysis, AKI, Diabetes, Chronic_Renal_Insufficiency, cisplatin_induced, Polycystic_Kidney_Disease, Glomerulonephritis, IRI, Nephrotic_Syndrome (hemodialysis, AKI, diabetic nephropathy, Chronic kidney disease, cisplatin-induced nephrotoxicity, Autosomal Dominant Polycystic Kidney disease, lupus nephritis, polycystic kidney disease, Autosomal Dominant Polycystic kidney disease, diabetic kidney disease, mouse_CKD_model, ischemic injury model, type 1 diabetes with retinopathy, type 1 diabetes with retinopathy and nephropathy, type 1 diabetes with retinopathy vs type 1 diabetes without retinopathy or nephropathy, type 1 diabetes with retinopathy and nephropathy vs type 1 diabetes without retinopathy or nephropathy, type 1 diabetes with retinopathy and nephropathy vs type 1 diabetes with retinopathy, type 2 diabetic nephropathy, paediatric idiopathic nephrotic syndrome)
SPP1	32	Dialysis, AKI, cisplatin_induced, Polycystic_Kidney_Disease, Diabetes, remnant_kidney_model, Nephrosclerosis, Glomerulonephritis, Lipoid_Nephrosis, ureteral_obstruction, Transplantation, Nephrotic_Syndrome (hemodialysis, AKI, cisplatin-induced nephrotoxicity, Autosomal Dominant Polycystic Kidney disease, polycystic kidney disease, Autosomal dominant polycystic kidney disease, Autosomal Dominant Polycystic kidney disease, diabetic nephropathy, remnant kidney model, diabetic kidney disease, glomerulosclerosis, FSGS + COLL, membranous nephropathy, minimal change disease, focal segmental glomerulosclerosis, type 1 diabetes with retinopathy and nephropathy vs type 1 diabetes with retinopathy, type 2 diabetic nephropathy, unilateral uteropelvic junction obstruction, acute renal allograft rejection, paediatric idiopathic nephrotic syndrome)|Chronic_Renal_Insufficiency (Chronic kidney disease)
BNSP	36	Dialysis, AKI, cisplatin_induced, Polycystic_Kidney_Disease, Diabetes, remnant_kidney_model, Nephrosclerosis, Glomerulonephritis, Lipoid_Nephrosis, ureteral_obstruction, Transplantation, Nephrotic_Syndrome (hemodialysis, AKI, cisplatin-induced nephrotoxicity, Autosomal Dominant Polycystic Kidney disease, polycystic kidney disease, Autosomal dominant polycystic kidney disease, Autosomal Dominant Polycystic kidney disease, diabetic nephropathy, remnant kidney model, diabetic kidney disease, glomerulosclerosis, FSGS + COLL, membranous nephropathy, minimal change disease, focal segmental glomerulosclerosis, type 1 diabetes with retinopathy and nephropathy vs type 1 diabetes with retinopathy, type 2 diabetic nephropathy, unilateral uteropelvic junction obstruction, acute renal allograft rejection, paediatric idiopathic nephrotic syndrome)|Glomerulonephritis, Lipoid_Nephrosis, Chronic_Renal_Insufficiency (membranous nephropathy, minimal change disease, focal segmental glomerulosclerosis, CKD)
OPN	31	Dialysis, AKI, cisplatin_induced, Polycystic_Kidney_Disease, Diabetes, remnant_kidney_model, Nephrosclerosis, Glomerulonephritis, Lipoid_Nephrosis, ureteral_obstruction, Transplantation, Nephrotic_Syndrome (hemodialysis, AKI, cisplatin-induced nephrotoxicity, Autosomal Dominant Polycystic Kidney disease, polycystic kidney disease, Autosomal dominant polycystic kidney disease, Autosomal Dominant Polycystic kidney disease, diabetic nephropathy, remnant kidney model, diabetic kidney disease, glomerulosclerosis, FSGS + COLL, membranous nephropathy, minimal change disease, focal segmental glomerulosclerosis, type 1 diabetes with retinopathy and nephropathy vs type 1 diabetes with retinopathy, type 2 diabetic nephropathy, unilateral uteropelvic junction obstruction, acute renal allograft rejection, paediatric idiopathic nephrotic syndrome)
AZGP1	29	Dialysis, Nephrosclerosis, Diabetes, Transplantation, Glomerulonephritis, Polycystic_Kidney_Disease, AKI, Fibrosis, Chronic_Renal_Insufficiency (hemodialysis, glomerulosclerosis, type 1 diabetes without retinopathy or nephropathy, type 1 diabetes with retinopathy vs type 1 diabetes without retinopathy or nephropathy, type 1 diabetes with retinopathy and nephropathy vs type 1 diabetes without retinopathy or nephropathy, type 1 diabetes with retinopathy and nephropathy vs type 1 diabetes with retinopathy, Acute Renal Allograft Rejection, lupus nephritis, type 2 diabetic nephropathy, Diabetic Nephropathy, Autosomal Dominant Polycystic Kidney disease, AKI, IgA nephropathy, Interstitial fibrosis and tubular atrophy, Peritonitis, FSGS, type 2 diabetes without nephropathy, type 2 diabetes with retinopathy, diabetes with overt diabetic nephropathy, CKD)
ZAG	29	Dialysis, Nephrosclerosis, Diabetes, Transplantation, Glomerulonephritis, Polycystic_Kidney_Disease, AKI, Fibrosis, Chronic_Renal_Insufficiency (hemodialysis, glomerulosclerosis, type 1 diabetes without retinopathy or nephropathy, type 1 diabetes with retinopathy vs type 1 diabetes without retinopathy or nephropathy, type 1 diabetes with retinopathy and nephropathy vs type 1 diabetes without retinopathy or nephropathy, type 1 diabetes with retinopathy and nephropathy vs type 1 diabetes with retinopathy, Acute Renal Allograft Rejection, lupus nephritis, type 2 diabetic nephropathy, Diabetic Nephropathy, Autosomal Dominant Polycystic Kidney disease, AKI, IgA nephropathy, Interstitial fibrosis and tubular atrophy, Peritonitis, FSGS, type 2 diabetes without nephropathy, type 2 diabetes with retinopathy, diabetes with overt diabetic nephropathy, CKD)
ZNGP1	29	Dialysis, Nephrosclerosis, Diabetes, Transplantation, Glomerulonephritis, Polycystic_Kidney_Disease, AKI, Fibrosis, Chronic_Renal_Insufficiency (hemodialysis, glomerulosclerosis, type 1 diabetes without retinopathy or nephropathy, type 1 diabetes with retinopathy vs type 1 diabetes without retinopathy or nephropathy, type 1 diabetes with retinopathy and nephropathy vs type 1 diabetes without retinopathy or nephropathy, type 1 diabetes with retinopathy and nephropathy vs type 1 diabetes with retinopathy, Acute Renal Allograft Rejection, lupus nephritis, type 2 diabetic nephropathy, Diabetic Nephropathy, Autosomal Dominant Polycystic Kidney disease, AKI, IgA nephropathy, Interstitial fibrosis and tubular atrophy, Peritonitis, FSGS, type 2 diabetes without nephropathy, type 2 diabetes with retinopathy, diabetes with overt diabetic nephropathy, CKD)
