Gene_Name	RVIS
B4GALNT2	87.69
B4GALNT3	79.05
B4GALNT4	NA
B4GALT1	21.2
B4GALT2	29.16
B4GALT3	41.91
B4GALT4	70.26
B4GALT5	67.03
B4GALT6	67.03
B4GALT7	14.02
B9D1	43.29
B9D2	44.89
BAALC	NA
BAAT	85.63
BABAM1	31.69
BACE1	13.33
BACE2	29.16
BACH1	30.82
BACH2	17.45
BAD	31.46
BAG1	50.01
BAG2	47.79
BAG3	62.14
BAG4	50.01
BAG5	48.54
BAG6	4.25
BAHD1	9.72
BAI1	NA
BAI2	3.47
BAI3	2.39
BAIAP2	4.22
BAIAP2L1	19.86
BAIAP2L2	24.19
BAIAP3	1.47
BAK1	31.46
BAMBI	45.13
BANF1	52.85
BANF2	79.89
BANK1	78
BANP	11.77
BAP1	8.85
BARD1	89.86
BARHL1	28.63
BARHL2	19.31
BARX1	NA
BARX2	40.16
BASP1	NA
BATF	66.57
BATF2	65.76
BATF3	59.43
BAX	17.75
BAZ1A	16.07
BAZ1B	2.95
BAZ2A	4.32
BAZ2B	4.06
BBC3	NA
BBIP1	NA
BBOX1	19.54
BBS1	34.88
BBS10	29.43
BBS12	94.6
BBS2	11.36
BBS4	62.1
BBS5	56.92
BBS7	26.73
BBS9	91.37
BBX	54.1
BCAM	93.48
BCAN	7.58
BCAP29	65.76
BCAP31	53.19
BCAR1	95.51
BCAR3	69.72
BCAS1	95.28
BCAS2	62.74
BCAS3	13.67
BCAS4	NA
BCAT1	79.25
BCAT2	65.96
BCCIP	14.4
BCDIN3D	63.2
BCHE	87.21
BCKDHA	8.04
BCKDHB	24
BCKDK	20.54
BCL10	71.08
BCL11A	6.17
BCL11B	NA
BCL2	39.68
BCL2A1	80.01
BCL2L1	38.28
BCL2L10	NA
BCL2L11	35.75
BCL2L12	88.69
BCL2L13	80.2
BCL2L14	89.47
BCL2L15	53.19
BCL2L2	51.4
BCL2L2-PABPN1	26.53
BCL3	NA
BCL6	23.57
BCL6B	14.02
BCL7A	60.09
BCL7B	38.28
BCL7C	39.68
BCL9	2.88
BCL9L	3.73
BCLAF1	97.64
BCMO1	76.49
BCO2	96.41
BCOR	0.51
BCORL1	1.52
BCR	5.36
BCS1L	17.16
BDH1	77.16
BDH2	68.13
BDKRB1	50.45
BDKRB2	76.36
BDNF	77.57
BDP1	98.48
BEAN1	NA
BECN1	39.95
BEGAIN	18.06
BEND2	85.18
BEND3	7.54
BEND4	69.37
BEND5	34.32
BEND6	30.07
BEND7	30.7
BEST1	37.66
BEST2	72.6
BEST3	63.57
BEST4	17.75
BET1	52.85
BET1L	27.42
BET3L	39.68
BEX1	49.39
BEX2	83.63
BEX4	51.04
BEX5	59.43
BFAR	58.85
BFSP1	57.41
BFSP2	27.88
BGLAP	79.04
BGN	41.91
BHLHA15	NA
BHLHA9	NA
BHLHB9	71.41
BHLHE22	NA
BHLHE23	NA
BHLHE40	31.93
BHLHE41	NA
BHMT	50.22
BHMT2	65.96
BICC1	82.87
BICD1	3.54
BICD2	4.25
BID	43.57
BIK	67.92
BIN1	13.58
BIN2	85.18
BIN3	24.33
BIRC2	36.07
BIRC3	20.7
BIRC5	87.4
BIRC6	0.11
BIRC7	84.05
BIRC8	97.17
BIVM	40.16
BLCAP	56.25
BLID	68.98
BLK	29.56
BLM	42.36
BLMH	46.74
BLNK	27.88
BLOC1S1	41.25
BLOC1S2	64.11
BLOC1S3	NA
BLVRA	58.74
BLVRB	72.38
BLZF1	93.77
BMF	36.86
BMI1	38.28
BMP1	1.84
BMP10	60.47
BMP15	82.66
BMP2	34.6
BMP2K	70.75
BMP3	91.61
BMP4	73.27
BMP5	74.49
BMP6	30.56
BMP7	21.41
BMP8A	NA
BMP8B	NA
BMPER	59.11
BMPR1A	26.53
BMPR1B	13.45
BMPR2	9.61
BMS1	60.76
BMX	45.13
BNC1	5.17
BNC2	83.58
BNIP1	45.13
BNIP2	30.56
BNIP3	53.19
BNIP3L	38.28
BNIPL	80.88
BOC	2.88
BOD1	NA
BOD1L1	16.79
BOD1L2	NA
BOK	NA
BOLA1	78.28
BOLA2	NA
BOLA2B	NA
BOLA3	54.63
BOLL	65.56
BOP1	NA
BORA	51.92
BPGM	30.07
BPHL	86.17
BPI	98.77
BPIFA1	32.94
BPIFA2	86.65
BPIFA3	90.62
BPIFB1	95.36
BPIFB2	48.84
BPIFB3	92.33
BPIFB4	89.89
BPIFB6	91.67
BPIFC	89.24
BPNT1	78.28
BPTF	0.86
BPY2	NA
BPY2B	NA
BPY2C	NA
BRAF	17.75
BRAP	21.56
BRAT1	86.91
BRCA1	78.6
BRCA2	99.59
BRCC3	67.72
BRD1	2.49
BRD2	52.25
BRD3	14.78
BRD4	3.69
BRD7	74.58
BRD8	64.92
BRD9	12.49
BRDT	87.26
BRE	74.37
BRF1	1.62
BRF2	22.65
BRI3	NA
BRI3BP	28.63
BRIP1	16.74
BRIX1	60.09
BRK1	63.81
BRMS1	43.57
BRMS1L	53.19
BROX	45.13
BRP44	79.79
BRP44L	69.83
BRPF1	1.27
BRPF3	7.54
BRS3	28.63
BRSK1	12.24
BRSK2	3.54
BRWD1	11.77
BRWD3	22.65
BSCL2	40.36
BSDC1	23.25
BSG	7.71
BSN	0.19
BSND	29.16
BSPH1	79.79
BSPRY	68.38
BST1	88.69
BST2	44.54
BSX	65.56
BTAF1	2.47
BTBD1	41.64
BTBD10	37.11
BTBD11	23.63
BTBD16	82.9
BTBD17	NA
BTBD18	65.33
BTBD2	17.31
BTBD3	51.92
BTBD6	10.37
BTBD7	9.34
BTBD8	83.9
BTBD9	9.09
BTC	73.27
BTD	55.76
BTF3	42.88
BTF3L4	58
BTG1	62.74
BTG2	38.28
BTG3	41.25
BTG4	32.62
BTK	44.89
BTLA	87.82
BTN1A1	88.36
BTN2A1	88.87
BTN2A2	98.2
BTN3A1	80.88
BTN3A2	87.49
BTN3A3	33.49
BTNL2	NA
BTNL3	93.8
BTNL8	98.67
BTNL9	43.91
BTRC	27.88
BUB1	5.64
BUB1B	48.87
BUB3	38.28
BUD13	87.21
BUD31	51.04
BVES	58.74
BYSL	77.85
BZRAP1	98.27
BZW1	39.68
BZW2	26.53
C10orf10	51.66
C10orf105	93.07
C10orf107	26.53
C10orf11	65.56
C10orf111	85.04
C10orf113	93.71
C10orf114	NA
C10orf116	49.39
C10orf118	32.17
C10orf12	44.12
C10orf120	62
C10orf122	93.94
C10orf126	NA
C10orf128	84.93
C10orf129	85.04
C10orf131	NA
C10orf137	13.15
C10orf2	12.97
C10orf25	82.45
C10orf32	41.25
C10orf35	59.76
C10orf47	NA
C10orf53	76.05
C10orf54	63.36
C10orf55	84.81
C10orf57	41.25
C10orf62	58.53
C10orf67	56.64
C10orf68	88.85
C10orf71	98.76
C10orf76	25.37
C10orf82	51.66
C10orf88	40.36
C10orf90	87.72
C10orf91	56.92
C10orf95	NA
C10orf99	61.28
C11orf1	64.32
C11orf10	56.25
C11orf16	95.89
C11orf21	88.96
C11orf24	64.82
C11orf30	1.88
C11orf31	67.92
C11orf35	NA
C11orf40	87.49
C11orf41	0.44
C11orf42	53.73
C11orf44	NA
C11orf45	58.26
C11orf48	82.51
C11orf49	20.78
C11orf52	76.67
C11orf53	40.16
C11orf54	74.18
C11orf57	38.58
C11orf58	56.25
C11orf63	5.11
C11orf65	84.44
C11orf67	71.08
C11orf68	81.89
C11orf70	36.86
C11orf71	71.08
C11orf72	NA
C11orf73	56.64
C11orf74	66.82
C11orf75	52.85
C11orf80	61.73
C11orf82	64.96
C11orf83	83.07
C11orf84	55.45
C11orf85	25.15
C11orf86	58
C11orf87	56.64
C11orf88	92.43
C11orf9	7.24
C11orf91	NA
C11orf93	56.25
C11orf94	58.26
C12orf10	87.18
C12orf23	58
C12orf26	72.71
C12orf29	46.49
C12orf35	99.12
C12orf36	NA
C12orf39	58
C12orf4	17.75
C12orf40	91.61
C12orf42	95.87
C12orf43	70.44
C12orf44	25.15
C12orf45	71.27
C12orf49	67.03
C12orf5	51.4
C12orf50	74.49
C12orf52	79.38
C12orf53	59.76
C12orf54	81.89
C12orf55	NA
C12orf56	36.07
C12orf57	44.89
C12orf59	74.18
C12orf60	76.81
C12orf61	NA
C12orf65	63
C12orf66	74.18
C12orf68	59.76
C12orf69	89.96
C12orf70	89.02
C12orf71	84.44
C12orf73	88.16
C12orf74	81.38
C12orf75	62.38
C12orf76	46.2
C12orf77	84.35
C13orf33	39.95
C13orf35	79.89
C13orf45	NA
C14orf1	54.63
C14orf101	19.93
C14orf102	70.88
C14orf105	80.82
C14orf118	60.31
C14orf119	65.33
C14orf126	49.39
C14orf129	51.04
C14orf142	56.25
C14orf149	73.41
C14orf159	97.33
C14orf164	NA
C14orf166	31.46
C14orf166B	40.56
C14orf176	58
C14orf177	78.28
C14orf178	78.95
C14orf180	NA
C14orf182	79.79
C14orf183	71.41
C14orf2	71.81
C14orf28	81.38
C14orf37	77.31
C14orf38	97.91
C14orf39	92.78
C14orf43	47.26
C14orf45	94.89
C14orf79	42.16
C14orf80	89.83
C14orf93	20.54
C15orf23	94
C15orf26	16.36
C15orf27	67.36
C15orf29	62.74
C15orf32	78.28
C15orf37	NA
C15orf38	19.31
C15orf38-AP3S2	10.73
C15orf39	85.88
C15orf40	91.21
C15orf41	53.51
C15orf43	86.95
C15orf44	23.04
C15orf48	59.43
C15orf52	36.23
C15orf53	68.98
C15orf54	86.57
C15orf55	95.02
C15orf56	NA
C15orf57	56.64
C15orf59	69.21
C15orf60	53.51
C15orf61	NA
C15orf62	79.79
C15orf63	75.12
C16orf11	NA
C16orf13	58.53
C16orf3	73.11
C16orf45	53.51
C16orf46	91.02
C16orf48	86.17
C16orf5	36.86
C16orf52	NA
C16orf53	NA
C16orf54	NA
C16orf55	79.25
C16orf57	67.03
C16orf58	55.61
C16orf59	78.69
C16orf62	5.69
C16orf7	40.45
C16orf70	56.92
C16orf71	94.77
C16orf72	68.98
C16orf73	90.62
C16orf74	56.64
C16orf78	92.04
C16orf79	89.83
C16orf80	54.63
C16orf86	31.46
C16orf87	56.25
C16orf88	57.41
C16orf89	87.66
C16orf90	58.53
C16orf91	88.8
C16orf92	68.98
C16orf93	45.13
C16orf95	NA
C16orf96	99.5
C16orf97	NA
C16orf98	NA
C17orf100	NA
C17orf101	88.04
C17orf102	91.42
C17orf103	NA
C17orf104	84.05
C17orf105	58
C17orf107	83
C17orf108	58
C17orf109	62.38
C17orf110	62.38
C17orf112	NA
C17orf28	6.03
C17orf47	53.98
C17orf49	44.54
C17orf50	NA
C17orf51	59.43
C17orf53	67.43
C17orf58	84.27
C17orf59	NA
C17orf61	78.95
C17orf62	46.74
C17orf64	75.12
C17orf66	90.43
C17orf67	83.07
C17orf70	74.71
C17orf72	69.83
C17orf74	84.68
C17orf75	NA
C17orf77	92.92
C17orf78	74.18
C17orf79	61.28
C17orf80	84.15
C17orf81	50.22
C17orf82	NA
C17orf85	73.41
C17orf89	NA
C17orf96	NA
C17orf97	92.52
C17orf98	63
C17orf99	90.52
C18orf1	45.13
C18orf21	74.95
C18orf25	69.21
C18orf26	84.93
C18orf32	64.11
C18orf34	95.15
C18orf42	62.38
C18orf54	48.69
C18orf56	NA
C18orf62	65.33
C18orf63	NA
C18orf8	43.91
C19orf10	42.88
C19orf12	70.06
C19orf18	74.18
C19orf21	50.58
C19orf24	NA
C19orf25	NA
C19orf26	85.21
C19orf33	51.04
C19orf35	NA
C19orf38	82.45
C19orf40	90.56
C19orf42	54.63
C19orf43	NA
C19orf44	8.47
C19orf45	87.99
C19orf47	NA
C19orf48	90.23
C19orf52	NA
C19orf53	61.28
C19orf54	23.25
C19orf55	NA
C19orf57	97.77
C19orf59	91.8
C19orf6	NA
C19orf60	NA
C19orf66	32.62
C19orf67	NA
C19orf70	49.39
C19orf71	89.66
C19orf73	84.27
C19orf76	71.81
C19orf77	88.16
C19orf80	84.35
C19orf81	NA
C19orf82	NA
C1D	64.11
C1GALT1	60.09
C1GALT1C1	80.58
C1orf100	54.95
C1orf101	88.48
C1orf105	85.98
C1orf106	NA
C1orf109	51.4
C1orf110	80.82
C1orf111	77.06
C1orf112	39.21
C1orf114	72.6
C1orf115	NA
C1orf116	99.05
C1orf122	NA
C1orf123	67.92
C1orf127	90.48
C1orf129	98.67
C1orf130	74.95
C1orf131	85.53
C1orf135	71.41
C1orf137	NA
C1orf141	89.07
C1orf145	NA
C1orf146	61.28
C1orf147	NA
C1orf150	73.11
C1orf158	93.14
C1orf159	37.11
C1orf162	56.64
C1orf167	NA
C1orf168	88.07
C1orf172	48.78
C1orf173	97.75
C1orf174	91.58
C1orf177	96.92
C1orf182	83.63
C1orf185	81.78
C1orf186	70.06
C1orf187	93.19
C1orf189	44.54
C1orf192	76.67
C1orf194	90.52
C1orf195	NA
C1orf198	67.03
C1orf200	NA
C1orf201	77.06
C1orf204	NA
C1orf21	51.04
C1orf210	81.22
C1orf212	63.81
C1orf213	NA
C1orf216	80.01
C1ORF220	NA
C1orf226	39.68
C1orf227	65.33
C1orf228	82.45
C1orf229	NA
C1orf233	NA
C1orf27	83.98
C1orf31	74.95
C1orf35	87.82
C1orf43	58.26
C1orf50	81.89
C1orf51	35.75
C1orf52	42.88
C1orf53	66.57
C1orf54	66.57
C1orf56	73.27
C1orf61	47.79
C1orf63	89.44
C1orf64	66.82
C1orf65	43.91
C1orf68	91.42
C1orf74	46.49
C1orf85	55.61
C1orf86	75.12
C1orf87	96.6
C1orf88	72.01
C1orf94	91.87
C1orf95	54.63
C1QA	43.29
C1QB	50.01
C1QBP	51.4
C1QC	18.44
C1QL1	NA
C1QL2	NA
C1QL3	NA
C1QL4	NA
C1QTNF1	29.16
C1QTNF2	20.54
C1QTNF3	48.12
C1QTNF4	NA
C1QTNF5	NA
C1QTNF6	91.58
C1QTNF7	19.54
C1QTNF8	NA
C1QTNF9	69.37
C1QTNF9B	82.74
C1RL	39.11
C1S	50.45
C2	48.78
C20orf111	46.49
C20orf112	7.66
C20orf118	79.25
C20orf141	76.81
C20orf144	NA
C20orf151	NA
C20orf152	62.1
C20orf160	NA
C20orf166	87.87
C20orf173	88.56
C20orf194	12.07
C20orf195	11.28
C20orf196	87.4
C20orf197	61.28
C20orf20	39.68
C20orf201	NA
C20orf202	78.95
C20orf24	36.86
C20orf26	36.87
C20orf27	34.32
C20orf43	28.93
C20orf72	85.04
C20orf78	NA
C20orf79	81.22
C20orf85	83.14
C20orf94	76.31
C20orf96	31.93
C21orf128	NA
C21orf2	94.89
C21orf33	68.27
C21orf56	92.92
C21orf58	72.6
C21orf59	48.35
C21orf62	37.11
C21orf7	66.82
C21orf91	87.4
C22orf13	22.09
C22orf15	82.45
C22orf23	69.21
C22orf24	68.98
C22orf25	61.73
C22orf26	NA
C22orf28	12.24
C22orf29	76.31
C22orf31	69.37
C22orf32	33.97
C22orf39	NA
C22orf42	91.26
C22orf43	93.71
C22orf46	77.45
C2CD2	9.32
C2CD2L	32.15
C2CD3	98.08
C2CD4A	NA
C2CD4B	NA
C2CD4C	NA
C2CD4D	NA
C2orf15	70.87
C2orf16	94
C2orf18	30.37
C2orf27A	NA
C2orf27B	NA
C2orf28	80.73
C2orf29	28.63
C2orf40	86.95
C2orf42	69.46
C2orf43	88.69
C2orf44	66.13
C2orf47	44.89
C2orf48	66.82
C2orf49	81.99
C2orf50	89.39
C2orf51	81.48
C2orf53	82.78
C2orf54	87.66
C2orf55	NA
C2orf56	29.31
C2orf57	91.02
C2orf61	92.89
C2orf62	18.72
C2orf63	92.6
C2orf65	25.64
C2orf66	64.11
C2orf68	79.89
C2orf69	75.87
C2orf70	61.73
C2orf71	96.02
C2orf72	NA
C2orf73	83.25
C2orf76	84.27
C2orf77	88.74
C2orf78	47.12
C2orf80	87.01
C2orf82	NA
C2orf83	89.61
C2orf88	72.94
C2orf91	NA
C3	2.62
C3AR1	33.34
C3orf14	84.81
C3orf15	88.87
C3orf17	86.3
C3orf18	59.76
C3orf19	60.65
C3orf20	92.1
C3orf22	36.86
C3orf23	26.53
C3orf24	69.21
C3orf26	68.98
C3orf27	60.09
C3orf30	99.34
C3orf32	80.96
C3orf33	81.38
C3orf35	90.56
C3orf36	89.66
C3orf37	20.54
C3orf38	38.82
C3orf43	88.62
C3orf45	18.44
C3orf52	93.35
C3orf55	73.97
C3orf56	NA
C3orf58	43.29
C3orf62	89.02
C3orf65	NA
C3orf67	79.55
C3orf70	83.78
C3orf71	NA
C3orf72	84.81
C3orf75	64.32
C3orf77	99.23
C3orf78	75.75
C3orf79	81.12
C3orf80	NA
C4A	NA
C4B	NA
C4BPA	92.75
C4BPB	63
C4orf17	86.65
C4orf19	78.59
C4orf21	NA
C4orf22	80.73
C4orf26	90.23
C4orf27	79.25
C4orf29	81.38
C4orf3	79.79
C4orf32	NA
C4orf33	88.23
C4orf34	56.25
C4orf36	91.42
C4orf37	93.21
C4orf40	87.4
C4orf45	95.5
C4orf46	65.33
C4orf47	87.34
C4orf48	NA
C4orf50	NA
C4orf51	83.78
C4orf52	65.04
C4orf6	67.92
C5	49.39
C5AR1	18.14
C5orf15	67.03
C5orf20	94.7
C5orf22	86.17
C5orf24	58.26
C5orf25	18.59
C5orf28	41.25
C5orf30	25.15
C5orf34	34.82
C5orf38	51.4
C5orf4	83.9
C5orf42	19.94
C5orf43	80.46
C5orf44	63
C5orf45	92.04
C5orf46	72.01
C5orf47	75.75
C5orf48	56.64
C5orf49	87.87
C5orf51	61.49
C5orf52	90.83
C5orf54	73.61
C5orf55	89.35
C5orf56	NA
C5orf58	69.83
C5orf60	87.82
C5orf62	NA
C5orf63	70.87
C5orf64	84.93
C5orf65	NA
C6	94.07
C6orf1	60.09
C6orf10	99.73
C6orf106	32.62
C6orf108	NA
C6orf118	89.86
C6orf120	65.56
C6orf130	44.89
C6orf132	NA
C6orf136	NA
C6orf141	89.61
C6orf15	96.69
C6orf162	67.92
C6orf163	91.93
C6orf165	97.89
C6orf170	96.43
C6orf195	91.47
C6orf201	94.84
C6orf203	41.64
C6orf211	71.41
C6orf222	42.3
C6orf223	95.62
C6orf225	86.89
C6orf226	76.05
C6orf228	62.38
C6orf25	69.21
C6orf47	90.56
C6orf48	65.33
C6orf52	78.95
C6orf57	81.89
C6orf58	61.73
C6orf62	41.25
C6orf70	94.99
C6orf89	63.36
C6orf99	NA
C7	37.74
C7orf10	55.45
C7orf23	66.57
C7orf25	35.75
C7orf26	30.56
C7orf29	92.47
C7orf31	94.06
C7orf33	84.93
C7orf34	84.93
C7orf41	54.63
C7orf43	20.54
C7orf45	87.87
C7orf49	53.19
C7orf50	73.27
C7orf53	49.39
C7orf55	77.45
C7orf55-LUC7L2	NA
C7orf57	91.26
C7orf59	49.39
C7orf60	32.62
C7orf61	41.64
C7orf62	74.37
C7orf63	69.62
C7orf65	81.22
C7orf66	84.27
C7orf69	65.04
C7orf71	92.4
C7orf72	92.68
C7orf73	66.32
C8A	95.79
C8B	81.67
C8G	67.19
C8orf12	NA
C8orf22	76.67
C8orf31	83.07
C8orf33	76.15
C8orf34	31.93
C8orf37	66.82
C8orf4	59.76
C8orf40	49.39
C8orf42	71.08
C8orf44	83.07
C8orf44-SGK3	NA
C8orf46	38.28
C8orf47	87.95
C8orf48	97.65
C8orf58	87.14
C8orf59	70.87
C8orf73	NA
C8orf74	72.6
C8orf76	24.19
C8orf82	NA
C8orf86	80.01
C8orf87	NA
C9	95.12
C9orf100	88.69
C9orf11	60.31
C9orf114	72.6
C9orf116	59.76
C9orf117	43.91
C9orf123	65.56
C9orf129	84.35
C9orf131	82.94
C9orf135	53.73
C9orf139	83.25
C9orf142	58.26
C9orf152	41.64
C9orf153	80.46
C9orf156	40.36
C9orf16	63.81
C9orf163	64.11
C9orf169	66.32
C9orf170	68.98
C9orf171	32.15
C9orf172	NA
C9orf173	82.08
C9orf174	43.78
C9orf24	55.22
C9orf3	45.57
C9orf37	63
C9orf40	NA
C9orf41	32.62
C9orf43	95.08
C9orf47	NA
C9orf50	NA
C9orf57	83.63
C9orf62	NA
C9orf64	86.17
C9orf66	NA
C9orf69	NA
C9orf72	19.54
C9orf78	42.88
C9orf84	98.65
C9orf85	73.97
C9orf89	35.75
C9orf9	25.15
C9orf91	69.37
C9orf92	NA
C9orf96	84.74
CA1	81.99
CA10	18.44
CA11	35.42
CA12	17.31
CA13	83.78
CA14	17.75
CA2	43.29
CA3	73.27
CA4	68.27
CA5A	53.85
CA5B	48.12
CA6	87.06
CA7	49.76
CA8	53.19
CA9	60.47
CAAP1	69.21
CAB39	49.76
CAB39L	17.03
CABIN1	15.95
CABLES1	NA
CABLES2	48.69
CABP1	NA
CABP2	71.27
CABP4	50.22
CABP5	93.14
CABP7	47.79
CABS1	73.41
CABYR	61.73
CACFD1	34.32
CACHD1	2.42
CACNA1A	2.27
CACNA1B	NA
CACNA1C	1.57
CACNA1D	0.32
CACNA1E	0.71
CACNA1F	11.53
CACNA1G	1.11
CACNA1H	1.63
CACNA1I	11.55
CACNA1S	5.71
CACNA2D1	13.58
CACNA2D2	19.95
CACNA2D3	11.45
CACNA2D4	89.66
CACNB1	19.73
CACNB2	14.78
CACNB3	13.45
CACNB4	60.09
CACNG1	41.91
CACNG2	41.25
CACNG3	44.54
CACNG4	40.16
CACNG5	43.77
CACNG6	NA
CACNG7	31.46
CACNG8	NA
CACTIN	13.67
CACUL1	17.03
CACYBP	56.64
CAD	0.23
CADM1	43.57
CADM2	17.75
CADM3	22.36
CADM4	64.32
CADPS	4.63
CADPS2	16.02
CAGE1	91.02
CALB1	41.25
CALB2	34.32
CALCA	89.44
CALCB	42.88
CALCOCO1	90.15
CALCOCO2	83.25
CALCR	60.57
CALCRL	65.76
CALD1	95.25
CALHM1	45.57
CALHM2	58.74
CALHM3	49.39
CALM1	56.25
CALM2	62.38
CALM3	46.2
CALML3	75.87
CALML4	69.21
CALML5	83.78
CALML6	63.2
CALN1	51.4
CALR	17.16
CALR3	64.74
CALU	63
CALY	NA
CAMK1	21.2
CAMK1D	34.32
CAMK1G	10.73
CAMK2A	20.26
CAMK2B	17.16
CAMK2D	55.22
CAMK2G	19.31
CAMK2N1	60.96
CAMK2N2	62.38
CAMK4	34.6
CAMKK1	18.78
CAMKK2	34.82
CAMKMT	24
CAMKV	22.09
CAMLG	27.69
CAMP	61.49
CAMSAP1	0.77
CAMSAP2	24.68
CAMSAP3	NA
CAMTA1	1.5
CAMTA2	8.98
CAND1	7.71
CAND2	95.49
CANT1	55.69
CANX	41.91
CAP1	12.77
CAP2	50.22
CAPG	80.2
CAPN1	30.82
CAPN10	30.92
CAPN11	87.24
CAPN12	20.94
CAPN13	33.56
CAPN14	98.84
CAPN2	85.83
CAPN3	14.81
CAPN5	10.14
CAPN6	63.2
CAPN7	22.7
CAPN8	NA
CAPN9	92.1
CAPNS1	33.97
CAPNS2	87.34
CAPRIN1	21.2
CAPRIN2	20.91
CAPS	78.69
CAPS2	67.3
CAPSL	46.74
CAPZA1	74.18
CAPZA2	66.82
CAPZA3	60.47
CAPZB	41.25
CARD10	6.32
CARD11	4.33
CARD14	89.08
CARD16	67.03
CARD17	93.29
CARD18	65.33
CARD6	96.87
CARD8	92.79
CARD9	18.23
CARHSP1	12.77
CARKD	86.75
CARM1	8.32
CARNS1	NA
CARS	27.03
CARS2	60.68
CARTPT	73.11
CASC1	26.98
CASC3	10.37
CASC4	55.45
CASC5	96.19
CASD1	16.63
CASK	14.4
CASKIN1	NA
CASKIN2	20.97
CASP1	77.8
CASP10	46.99
CASP12	NA
CASP14	38.98
CASP2	16.44
CASP3	27.42
CASP4	68.44
CASP5	92.98
CASP6	72.23
CASP7	83.36
CASP8	57.31
CASP9	88.02
CASQ1	82.74
CASQ2	42.06
CASR	45.57
CASS4	45.65
CAST	85.82
CASZ1	1.06
CAT	32.15
CATSPER1	22.82
CATSPER2	89.51
CATSPER3	88.42
CATSPER4	76.45
CATSPERB	12.57
CATSPERD	97.35
CATSPERG	16.09
CAV1	31.46
CAV2	54.95
CAV3	77.7
CBFA2T2	29.31
CBFA2T3	8.14
CBFB	52.85
CBL	7.77
CBLB	11.4
CBLC	90.65
CBLL1	21.2
CBLN1	54.63
CBLN2	46.2
CBLN3	36.86
CBLN4	52.85
CBR1	51.66
CBR3	78.46
CBR4	72.23
CBS	12.53
CBWD1	NA
CBWD2	NA
CBWD3	NA
CBWD5	NA
CBWD6	NA
CBX1	58
CBX2	16.07
CBX3	58
CBX4	61.73
CBX5	56.25
CBX6	NA
CBX7	36.86
CBX8	53.73
CBY1	38.28
CBY3	86.41
CC2D1A	95.16
CC2D1B	66.29
CC2D2A	9.83
CC2D2B	74.37
CCAR1	7.11
CCBE1	50.34
CCBL1	34.82
CCBL2	50.22
CCBP2	78.69
CCDC101	33.97
CCDC102A	NA
CCDC102B	97.02
CCDC103	27.42
CCDC104	67.03
CCDC105	95.53
CCDC106	37.32
CCDC107	65.76
CCDC108	2.04
CCDC109B	76.15
CCDC11	75.58
CCDC110	99.22
CCDC111	80.24
CCDC112	38.82
CCDC113	30.56
CCDC114	94.99
CCDC115	35.42
CCDC116	98.8
CCDC117	51.4
CCDC12	61.49
CCDC120	51.92
CCDC121	40.16
CCDC122	68.98
CCDC124	32.94
CCDC125	89.14
CCDC126	59.76
CCDC127	55.22
CCDC129	97.04
CCDC13	88.85
CCDC130	66.07
CCDC132	40.56
CCDC134	30.37
CCDC135	85.88
CCDC136	71.68
CCDC137	91.58
CCDC138	23.57
CCDC14	28.11
CCDC140	74.95
CCDC141	NA
CCDC142	93.01
CCDC144A	NA
CCDC144NL	93.6
CCDC146	84.74
CCDC147	29.59
CCDC148	90.72
CCDC149	23.25
CCDC15	16.02
CCDC150	64.97
CCDC151	88.02
CCDC152	71.81
CCDC153	85.53
CCDC154	NA
CCDC155	40.56
CCDC157	71.7
CCDC158	63.82
CCDC159	53.51
CCDC160	54.95
CCDC163P	NA
CCDC164	89.31
CCDC166	NA
CCDC167	44.54
CCDC169	88.96
CCDC169-SOHLH2	81.55
CCDC17	76.31
CCDC170	94.45
CCDC171	10.66
CCDC172	49.76
CCDC177	NA
CCDC179	NA
CCDC19	74.66
CCDC22	85.68
CCDC23	63.81
CCDC24	72.38
CCDC25	54.95
CCDC27	98.8
CCDC28A	74.37
CCDC28B	70.06
CCDC3	34.32
CCDC30	77.26
CCDC33	92.34
CCDC34	91.99
CCDC36	21.56
CCDC37	94.3
CCDC38	77.98
CCDC39	93.47
CCDC40	97.28
CCDC41	45.49
CCDC42	86.21
CCDC42B	NA
CCDC43	35.42
CCDC47	17.16
CCDC48	NA
CCDC50	93.58
CCDC51	63.36
CCDC53	61.28
CCDC54	92.19
CCDC56	47.79
CCDC57	NA
CCDC58	46.2
CCDC59	91.47
CCDC6	43.57
CCDC60	85.82
CCDC61	85.21
CCDC62	82.3
CCDC63	87.24
CCDC64	18.44
CCDC64B	NA
CCDC65	94.73
CCDC66	87.73
CCDC67	94.57
CCDC68	80.82
CCDC69	87.54
CCDC7	68.44
CCDC70	65.96
CCDC71	58.85
CCDC71L	NA
CCDC73	69.62
CCDC74A	97.1
CCDC74B	89.54
CCDC75	48.12
CCDC77	83.47
CCDC78	94.97
CCDC8	95.09
CCDC80	39.28
CCDC81	92.59
CCDC82	88.02
CCDC83	92.23
CCDC84	27.69
CCDC85A	57.15
CCDC85B	NA
CCDC85C	NA
CCDC86	85.63
CCDC87	67.43
CCDC88A	3.19
CCDC88B	71.08
CCDC88C	92.38
CCDC89	31.93
CCDC9	62.14
CCDC90A	NA
CCDC90B	81.38
CCDC91	91.26
CCDC92	58.96
CCDC93	47.06
CCDC94	22.36
CCDC96	21.41
CCDC97	10.37
CCDC99	93.44
CCER1	60.31
CCHCR1	99.49
CCIN	57.52
CCK	51.04
