CCDSr20	%geneCov	RVIS[pop_maf_0.05%(any)]	%RVIS[pop_maf_0.05%(any)]	Edge_case_RVIS[pop_maf_0.05%(any)]	OE-ratio_[ExAC v2]	%OE-ratio_[ExAC v2]	alternative-RVIS[maf_0.0025%]	alternative-%RVIS[maf_0.0025%]
CEP170	0.807906115	-0.736862164	19.89247312	N	N/A	N/A	-0.984349387	12.2092542
CEP350	0.929564119	-0.330087053	34.37927664	N	0.97893398	44.03983095	-0.348951482	32.51386475
CEP85	0.998716303	-0.060784469	46.53958944	N	1.013657239	63.92635906	0.376872808	69.48100323
CEPT1	1	-0.503538822	27.42913001	N	0.859056518	10.69298906	-0.377972036	31.23085837
CERS2	1	-0.620642622	23.30400782	N	0.848626479	9.575638279	-0.380151626	31.13980631
CFAP126	1	0.24480334	61.05571848	Y	1.064483789	86.59758004	0.146395454	58.13260492
CFAP45	1	1.109299303	88.23069404	N	1.020900675	67.81682394	1.280459343	92.88138399
CFAP57	0.519717624	0.839693543	82.67839687	N	1.007691945	60.2211544	0.767910238	83.74306763
CFH	0.997367035	-0.401408751	31.42717498	N	0.937019792	26.72957795	-0.793022776	16.38109428
CFHR1	0.94076999	0.76126199	80.59628543	N	0.970084543	39.66305795	0.280426856	64.92012251
CFHR2	0.927623643	0.63310302	76.52981427	N	0.964207037	36.82626064	0.029974206	51.82518003
CFHR3	0.999012833	1.183011226	89.6969697	N	1.034896675	75.04197302	0.933876295	87.78246834
CFHR4	1	1.574847767	94.3597263	N	1.013411686	63.74688821	0.567593176	77.55152719
CFHR5	0.989690722	0.86250935	83.29423265	N	1.0149804	64.63266369	0.30283517	66.02930221
CGN	0.979663774	3.068032223	99.09090909	N	0.990519797	50.27499566	2.8187771	98.83287807
CHD1L	0.953630482	0.501300597	71.7888563	N	1.020604167	67.66630001	0.293854099	65.54093204
CHD5	0.95153527	-1.871756296	3.655913978	N	0.846381454	9.263011637	-2.077942252	2.425295919
CHI3L1	1	1.280785061	91.1827957	N	1.003377819	57.72593064	0.602738516	78.80970118
CHI3L2	1	0.725165707	79.64809384	N	0.978118334	43.61720604	0.075668057	54.30841818
CHIA	1	1.452725232	93.28445748	N	1.01732243	65.83106583	1.35197799	93.61807797
CHIT1	1	1.20778677	90.05865103	N	1.001388084	56.61436925	1.359042701	93.6760202
CHML	1	-0.044832696	47.28250244	N	0.99929327	55.37544144	-0.066912995	46.46138565
CHRM3	1	-0.135379195	42.96187683	N	0.906402922	18.53181266	-0.045895231	47.61195265
CHRNB2	0.840418574	-0.848797216	16.94037146	N	0.892084665	15.75290916	-0.940464139	13.05355517
CHTOP	1	0.066473711	52.67839687	N	0.819573883	6.889364905	0.022562713	51.32025495
CIART	0.990630324	-0.063550876	46.39296188	N	1.004091177	58.10802987	0.103923853	55.85630329
CKS1B	1	-0.024073851	48.25024438	Y	0.963187996	36.36311006	-0.011271646	49.4247165
CLCA1	1	-0.363436653	33.0400782	N	0.982941435	45.8866439	-0.590939708	22.70507408
CLCA2	0.988557559	0.508166153	72.05278592	N	0.956910274	33.90841197	-0.221097051	38.44880391
CLCA4	1	-0.974558363	13.69501466	N	1.033039263	74.00567359	0.029097576	51.75896035
CLCC1	0.982269504	0.089735542	53.89051808	N	0.987107915	48.41660395	-0.002990551	49.94619651
CLCN6	0.967012602	-1.59296657	5.376344086	N	0.969582723	39.37937822	-1.399496868	6.390199487
CLCNKA	0.981273408	0.845044808	82.82502444	N	0.991574346	50.84235512	0.570210516	77.6343018
CLCNKB	1	0.808956237	81.9257087	N	1.00570321	59.0459098	0.804283346	84.7529178
CLDN19	0.833952912	0.550934639	73.58748778	N	1.12190547	96.07479882	0.480394476	74.240543
CLIC4	1	-0.471991711	28.61192571	N	0.963487932	36.49047647	-0.592763891	22.63057694
CLK2	1	-0.328947382	34.42815249	N	0.860871865	10.97666879	0.080377323	54.59812929
CLSPN	0.998812352	0.954704545	85.20039101	N	0.989438899	49.64974237	0.144384619	58.02499793
CLSTN1	0.969184891	-0.626175082	23.12805474	N	0.992696527	51.48497655	0.027177958	51.60996606
CMPK1	0.811881188	0.186607874	58.49462366	Y	0.927338867	23.86383373	0.048464139	52.75225561
CNIH3	0.767395626	-0.061325593	46.51026393	Y	1.107548366	94.76060904	-0.077897385	45.86540849
CNIH4	0.948051948	0.521258592	72.55131965	Y	1.052989171	82.83448156	0.198806651	60.78139227
CNKSR1	0.982612572	0.98194089	85.97262952	N	1.048661069	81.1555607	1.454989027	94.37960434
CNN3	1	-0.229761436	38.77810362	Y	0.940604008	27.97429514	-0.25414015	36.95058356
CNR2	1	-0.200437934	40.05865103	N	0.897476111	16.66184218	-0.012843698	49.35021935
CNST	1	0.285267199	62.79569892	N	0.994400521	52.49811845	-0.720089598	18.36768479
CNTN2	1	0.019514503	50.38123167	N	0.919005615	21.47281885	0.80681519	84.81086003
COA6	0.976744186	0.469565434	70.59628543	N	1.003168521	57.63330053	0.094157991	55.30999089
COA7	1	0.100695717	54.34017595	N	0.957651632	34.13419788	0.010615671	50.67461303
COG2	1	-0.507988893	27.23362659	N	0.940335735	27.89903317	-0.288588402	35.2454267
COL11A1	0.998944591	-1.950903804	3.284457478	N	0.96455825	36.99994211	-1.533550682	5.206522639
COL16A1	0.93832253	0.7011784	78.79765396	N	1.012280873	63.0637411	1.013582322	89.41312805
COL24A1	0.994424828	0.659393808	77.32160313	N	1.017004875	65.65738436	-0.405238332	30.11340121
COL8A2	0.685727788	-0.078343087	45.73802542	N	0.905927408	18.41023563	0.299871509	65.88858538
COL9A2	0.822242479	1.251906826	90.742913	N	1.073796451	88.95964801	0.746107417	83.11398063
COLGALT2	0.949090909	0.662067439	77.41935484	N	0.991379994	50.73235686	0.176126795	59.6225478
COPA	1	-1.192478554	9.81427175	N	0.875615124	12.98558444	-1.585627321	4.800927076
COQ8A	0.960420842	0.45032	69.81427175	N	0.993219655	51.79181381	0.379489648	69.58861021
CORT	0.937888199	0.038311259	51.30987292	Y	1.119461863	95.87795982	0.30136115	65.94652761
COX20	0.794621027	0.180904132	58.22091887	Y	1.015466594	64.91055404	0.480136988	74.22398808
CPT2	0.922729553	0.701639548	78.82697947	N	0.963792135	36.61784288	0.350449353	68.28077146
CPTP	1	1.071956547	87.55620723	N	0.997012333	54.01493661	1.253430231	92.62478272
CR1	0.614711262	1.037055982	86.96969697	N	1.010372537	61.90586464	1.739090864	96.1261485
CR1L	1	1.990974259	96.93059629	N	0.997969926	54.61124298	1.652809334	95.65433325
CR2	1	2.243335922	97.88856305	N	0.991658321	50.89445956	0.80228556	84.66186574
CRABP2	1	-0.24384355	38.16226784	Y	1.012513393	63.17952874	-0.087315721	45.30254118
CRB1	0.968437784	-0.971051216	13.7829912	N	1.046230985	80.13084004	-2.290379398	1.970035593
CRCT1	0.9	0.086970842	53.73411535	Y	1.020663027	67.68945753	0.217731855	61.81607483
CREB3L4	1	0.678376364	77.98631476	N	1.0640703	86.47021363	0.430855364	72.00562867
CRNN	1	0.26619219	61.96480938	N	1.018762406	66.69947317	0.068691096	53.89454515
CROCC	0.6744111	5.283467769	99.78494624	N	0.97158011	40.46778209	6.277157886	99.87583809
CRP	1	0.030736896	50.94819159	N	1.056760712	84.30498466	0.132353675	57.39591093
CRTC2	1	-0.838456447	17.16520039	N	0.960725271	35.3036531	-0.992183482	12.06853737
CRYZ	1	0.463504045	70.39100684	N	1.027431046	71.24413825	0.266125125	64.17515106
CSDE1	0.946298427	-1.480459391	6.177908113	N	0.844370473	9.060383257	-1.393284934	6.44814171
CSF1	0.963378618	0.687912462	78.33822092	N	0.997917885	54.55913854	0.667271444	80.86251138
CSF3R	1	0.867509357	83.44086022	N	1.016066203	65.20002316	0.448819782	72.7754325
CSMD2	0.940209268	-1.739967574	4.408602151	N	N/A	N/A	-2.305954221	1.928648291
CSRP1	1	-0.055977152	46.74486804	N	1.062428639	86.03600996	-0.001331382	50.02897111
CTBS	0.920473773	0.701549782	78.8172043	N	1.100063108	93.81115035	0.719165736	82.47661617
CTH	1	0.139909084	56.29521017	N	1.007104292	59.81010826	-0.184462858	40.28640013
CTNNBIP1	0.972440945	0.180904132	58.22091887	Y	0.963972948	36.69889423	-0.013539331	49.30055459
CTPS1	1	-0.677680682	21.6226784	N	0.738694356	3.074161987	-1.00020515	11.95265293
CTRC	1	0.40798181	67.99608993	N	1.123260778	96.17321832	0.590445547	78.3461634
CTSE	1	0.544158387	73.3431085	N	1.111666275	95.2006021	0.571779713	77.70052148
CTSK	1	-0.318345414	34.93646139	N	0.952921084	32.3973832	-0.165713529	41.21347571
CTSS	1	-0.254090595	37.72238514	N	0.886356771	14.68766283	-0.459161779	27.78743481
CTTNBP2NL	1	-0.151330823	42.19941349	N	0.951460128	31.74897238	-0.699154666	18.98849433
CYB561D1	0.792751982	-0.152939287	42.14076246	N	1.011898065	62.84953395	-0.013191492	49.34194189
CYB5R1	1	-0.231630501	38.70967742	N	0.911233769	19.60863776	-0.141732209	42.40543001
CYB5RL	0.959710744	0.694330309	78.59237537	N	1.042089754	78.31876339	0.974429697	88.67643407
CYP2J2	1	0.323228694	64.43792766	N	1.013540791	63.83372894	0.469311596	73.81839252
CYP4A11	1	1.64784932	94.92668622	N	1.106768919	94.6448214	1.841045795	96.58140882
CYP4A22	1	2.891916043	98.9540567	N	1.087770036	91.79065594	1.769605632	96.25858787
CYP4B1	1	2.356155597	98.17204301	N	1.087761507	91.77907717	1.781380325	96.31653009
CYP4X1	1	0.186697085	58.50439883	N	0.969210936	39.14780293	-0.15568557	41.75151064
CYP4Z1	0.944942382	0.561269696	73.97849462	N	1.03718459	76.04932554	0.648086235	80.34103137
CYR61	1	-0.469670219	28.70967742	N	1.060954056	85.54391246	-0.430207826	28.97111166
DAB1	1	-0.416017158	30.86021505	N	0.960531337	35.23418051	-0.25815144	36.77675689
DAP3	1	0.038758734	51.32942326	N	1.000111092	55.81543449	-0.081910059	45.6336396
DARS2	1	-0.909221299	15.39589443	N	0.986698136	48.16187113	-0.637149805	21.00819469
DBT	1	-0.041091862	47.49755621	N	0.963043968	36.316795	-0.401429671	30.24584058
DCAF6	0.924829932	-0.738815923	19.82404692	N	0.885981778	14.65292653	-0.777471315	16.81979969
DCAF8	0.998367791	-0.764752878	19.08113392	N	0.864322665	11.38771493	-0.625638057	21.48828739
DCDC2B	0.909426987	0.320911059	64.36950147	N	0.983587248	46.29769004	0.306762191	66.22796126
DCLRE1B	1	-0.356306228	33.36265885	N	0.985616671	47.45556649	-0.422621013	29.33531992
DCST1	1	0.112998312	54.9657869	N	1.011767241	62.78585075	0.519978432	75.90431256
DCST2	1	1.256555402	90.82111437	N	0.988322314	49.04764662	1.94905401	97.02839169
DDAH1	0.850847458	0.050877616	51.90615836	Y	0.930396178	24.68013663	0.012970319	50.79049748
DDI2	1	-0.476534468	28.42619746	N	0.765735867	3.994673768	-0.573489395	23.36727092
DDOST	0.842664777	-0.01979221	48.47507331	N	0.948192559	30.5042552	-0.000722864	50.07863587
DDR2	1	-0.670369121	21.79863148	N	0.865631475	11.61350084	-0.033426774	48.31553679
DDX20	0.970178926	0.262452584	61.80840665	N	1.050104886	81.74607769	-0.09045952	45.08732721
DDX59	1	0.050969457	51.91593353	N	0.993478384	51.96549528	-0.24603052	37.3396242
DEDD	1	-0.252930509	37.80058651	N	0.849243759	9.633532102	-0.542443327	24.4598957
DEGS1	0.82244898	-0.08601014	45.36656891	N	0.979026225	44.09193539	-0.158649896	41.56112905
DENND1B	0.917230402	-0.428136446	30.39100684	N	1.015860122	65.09002489	-0.462737929	27.67155037
DENND2C	0.938704028	0.843530867	82.77614858	N	1.029023134	72.01412609	0.338938798	67.71790415
DENND2D	0.960578187	-0.183682232	40.72336266	N	0.899945198	17.13657153	-0.196235767	39.67386806
DENND4B	0.992383025	-1.75916081	4.271749756	N	0.892807796	15.86869681	-0.974337485	12.34169357
DEPDC1	0.995564516	-0.641849819	22.68817204	N	1.01301356	63.49794477	-0.875320134	14.51038821
DESI2	0.978369384	-0.017210813	48.56304985	Y	0.795883213	5.47675563	-0.142255373	42.35576525
DFFA	1	0.299611382	63.42130987	N	1.03877185	76.76720894	0.235166973	62.62726595
DFFB	0.988319856	0.196945459	58.91495601	N	1.036715579	75.84669716	0.271007892	64.43175234
DHCR24	1	-0.454428315	29.29618768	N	0.924298052	22.90279627	-0.735171252	17.84620478
DHDDS	1	-0.180297737	40.86999022	N	0.936391769	26.52694957	-0.132226826	42.97657479
DHRS3	1	0.557795553	73.87096774	N	0.95981058	34.92734325	0.678527884	81.20188726
DHX9	1	-2.390322668	1.994134897	N	0.637143211	1.157876455	-2.843409612	1.109179704
DIEXF	1	0.366633025	66.31476051	N	1.004781771	58.47855034	0.379227317	69.58033275
DIO1	1	0.148998784	56.69599218	N	1.002717261	57.36119956	-0.003599082	49.91308667
DIRAS3	1	-0.389464511	31.9257087	N	0.881875836	13.9466219	-0.564071872	23.69836934
DISC1	0.861538462	1.09602332	87.98631476	N	1.092342194	92.58959069	1.598033261	95.30667991
DISP1	1	-0.891185609	15.95307918	N	0.991941004	51.05656226	-1.58660398	4.776094694
DISP3	0.999529965	-0.372815453	32.60997067	N	1.081102222	90.60383257	0.135667285	57.58629253
DLGAP3	0.891465054	-1.025176136	12.7370479	N	0.866524152	11.7234991	-0.448349527	28.23441768
DMAP1	1	-0.247581669	37.99608993	N	0.828125518	7.51461819	-0.520727887	25.27108683
DMBX1	1	0.094280078	54.07624633	N	0.922793207	22.49753951	0.251996777	63.455012
DMRTB1	0.709894332	0.941119579	84.86803519	N	0.973796921	41.55039657	0.69038932	81.57437298
DNAJB4	1	-0.453719597	29.3255132	N	0.929415428	24.42540381	-0.215769357	38.73851502
DNAJC11	1	-0.524387721	26.63734115	N	0.907777596	18.79812424	-0.613428964	21.91871534
DNAJC16	1	-0.682134889	21.485826	N	1.00265655	57.29172697	-0.855963525	14.99875838
DNAJC6	0.930255729	-1.247645467	9.042033236	N	0.959920648	34.99102646	-0.617532635	21.73661121
DNAJC8	1	-0.189835754	40.46920821	Y	0.919452766	21.58281711	-0.204084084	39.25999503
DNALI1	1	-0.273070615	36.88172043	N	0.971487921	40.40988826	0.34487135	68.04072511
DNASE2B	0.967450271	0.001863043	49.54056696	N	0.997421501	54.28703757	0.111161474	56.22878901
DNM3	0.969087523	-0.665823498	21.94525904	N	0.898737107	16.88762809	-0.656074728	20.38738515
DNTTIP2	0.957298475	-0.18858226	40.51808407	N	1.009168762	61.16482371	-0.601221155	22.35742074
DOCK7	0.956767197	-3.293438779	0.801564027	N	0.910176637	19.34811556	-2.872402427	1.04296002
DPH2	0.926845638	-0.011414593	48.89540567	N	1.065859273	87.0028368	0.538379537	76.50856717
DPH5	1	-0.144561259	42.50244379	N	0.982335703	45.56243849	-0.242018196	37.49689595
DPM3	1	-0.095547738	44.94623656	Y	0.996743697	53.84125514	-0.065950202	46.50277295
DPT	1	0.969640519	85.61094819	N	0.998137627	54.71545186	0.83585546	85.53927655
DPYD	1	0.198649592	59.01270772	N	1.037183996	76.04353615	0.477952486	74.11638109
DR1	1	0.007118801	49.75562072	Y	0.699436877	2.11312453	0.007913378	50.50906382
DRAM2	1	-0.294016276	36.01173021	N	0.968329983	38.74833555	-0.344659587	32.69596888
DRAXIN	1	0.715630474	79.27663734	N	0.986297027	47.86661263	0.826606128	85.33234004
DSTYK	0.995066949	-0.017025978	48.5826002	N	0.963194533	36.36889944	-0.660267507	20.1887261
DTL	1	-1.497930569	6.060606061	N	0.917782313	21.14282406	-1.784226113	3.683469911
DUSP10	0.989018531	-0.48294687	28.2111437	N	0.927413341	23.88699126	-0.770926901	16.97707143
DUSP12	1	0.144453853	56.49071359	N	1.094897657	92.93695363	-0.203735012	39.31793726
DUSP27	0.909533352	2.596468844	98.63147605	N	1.054525363	83.43657732	1.823483608	96.49035676
DVL1	0.869869403	-0.119691919	43.77321603	N	0.953889678	32.81421872	0.856607437	86.01936926
DYRK3	0.956013363	-0.561639957	25.32746823	N	0.960402979	35.21681237	-0.734910222	17.85448224
E2F2	0.986547085	-0.169245539	41.39784946	N	0.953977631	32.84895502	-0.542180742	24.47645062
EBNA1BP2	0.871657754	-0.252930509	37.80058651	N	1.004394272	58.28171134	-0.268179751	36.15594736
ECE1	0.93533123	-0.738815923	19.82404692	N	0.924523038	22.99542639	-0.558055514	23.94669315
ECHDC2	0.995628415	0.429281555	68.8856305	N	0.995102393	52.82811324	0.771751215	83.84239715
ECM1	1	0.321358515	64.37927664	N	0.988083221	48.96080588	0.30745714	66.27762602
EDARADD	1	-0.134313696	43.02052786	Y	0.99040525	50.21710184	-0.034730997	48.21620727
EDEM3	0.999652174	0.038851179	51.33919844	N	1.002037	56.9559428	-0.286060425	35.34475623
EDN2	0.880650995	0.75476085	80.4398827	N	1.088453674	91.90644358	0.725974366	82.66699777
EFCAB14	1	-0.225122357	38.99315738	N	0.97276054	41.0525097	-0.367855648	31.727506
EFCAB2	0.893772894	-0.16550652	41.58357771	Y	0.969792716	39.52411278	-0.053915981	47.16496979
EFCAB7	1	1.273565258	91.08504399	N	1.002063973	56.96173218	0.199759977	60.85588941
EFHD2	0.805442177	-0.300880434	35.7086999	Y	1.043725882	79.00769988	-0.268529377	36.13111497
EFNA1	1	0.119321739	55.28836755	Y	1.007518112	60.08220923	0.153632954	58.4719808
EFNA3	0.822646658	-0.195539422	40.24437928	Y	1.073651766	88.93649048	-0.101530308	44.5244599
EFNA4	0.91718946	0.666169313	77.5659824	N	1.083637579	91.03224686	0.375570614	69.423061
EGLN1	0.700077101	-0.328238325	34.46725318	N	0.808773896	6.223585943	-0.387564934	30.80043043
EIF2B3	1	0.006051851	49.71652004	N	1.011141055	62.45006658	0.161303967	58.8279116
EIF2D	1	-0.753699618	19.44281525	N	0.972804891	41.06408846	-0.706479688	18.81466766
EIF3I	1	-0.581877175	24.65298143	N	0.694717056	2.020494413	-0.740493917	17.71376542
EIF4G3	0.960788177	-0.948645404	14.33040078	N	0.89662596	16.51131824	-1.110140191	10.01572717
ELAVL4	0.978534419	-0.386789564	32.00391007	N	0.83125184	7.850402362	-0.745202614	17.55649367
ELF3	1	0.100339625	54.33040078	N	0.887786491	15.023447	0.354290544	68.46287559
ELK4	1	-0.30042912	35.72825024	N	0.990365351	50.19973369	-0.542093422	24.48472809
ELOA	0.924907673	0.744595733	80.15640274	N	0.938375615	27.19851792	0.04026185	52.36321497
ELOVL1	1	-0.202757624	39.96089932	N	0.713592693	2.454698084	-0.285098107	35.38614353
EMC1	1	-0.380906316	32.28739003	N	1.009826144	61.59902738	-0.159006898	41.5280192
ENAH	0.933406114	-0.203467291	39.9315738	N	0.884927904	14.4676663	-0.036563738	48.11687774
ENO1	1	-0.611103762	23.67546432	N	0.973423297	41.3767151	-0.692264695	19.2037083
ENSA	0.970873786	-0.091358717	45.13196481	Y	0.937808161	27.06536213	-0.015807005	49.15983776
EPB41	0.982886905	0.111483602	54.87781036	N	0.965840567	37.61361663	-0.369516375	31.65300886
EPHA10	0.7922659	1.830530118	96.03128055	N	1.068265846	87.55282811	1.865753773	96.68073835
EPHA2	0.950918197	0.054896214	52.14076246	N	0.940158473	27.8237712	-0.166071388	41.18036586
EPHA8	0.961290323	0.437504252	69.24731183	N	1.018322868	66.45052973	2.014452225	97.21877328
EPHB2	0.980561555	-1.735966673	4.437927664	N	0.933842004	25.78011926	-0.576295479	23.27621886
EPHX1	1	0.974269707	85.72825024	N	0.986009624	47.70450993	0.722125413	82.58422316
EPHX4	0.998203055	-0.306938074	35.4056696	N	0.985519167	47.39188329	-0.15141187	41.95844715
EPRS	1	-1.70856162	4.643206256	N	0.916923244	20.94598506	-2.252547277	2.08592004
EPS15	0.987441694	-0.046703293	47.21407625	N	1.010889347	62.3111214	-0.503029727	25.93328367
EPS8L3	0.978953049	0.590592538	74.92668622	N	1.009496507	61.36166271	0.395709101	70.33358166
ERI3	0.869024857	-0.55603385	25.51319648	N	0.815422866	6.617263938	-0.57846186	23.18516679
ERICH3	0.967922497	1.897848994	96.36363636	N	1.058384363	84.82023968	0.105057588	55.92252297
ERMAP	0.979508197	1.292194007	91.32942326	N	0.990233537	50.12447172	0.781602683	84.11555335
ERO1B	0.921448087	0.433470119	69.06158358	N	0.936162274	26.4516876	-0.165452102	41.24658555
ERRFI1	1	-0.525547353	26.5884653	N	1.002397309	57.15857118	-0.420440559	29.41809453
ESPN	0.600459242	0.498172804	71.69110459	N	1.142742866	97.30793724	1.681155458	95.811605
ESRRG	0.9498998	-1.116535508	10.86021505	N	0.794577669	5.401493661	-0.962005909	12.62312722
ETNK2	0.763706564	0.264230843	61.86705767	N	0.962958105	36.27047994	0.165839893	59.05968049
ETV3L	0.934664247	0.998958508	86.29521017	N	1.047371851	80.58241186	1.022306654	89.58695472
EVA1B	0.663346614	0.220830378	59.99022483	Y	1.109293187	94.98639495	0.201075061	60.89727672
EVI5	0.985421592	1.181586753	89.63831867	N	0.986481043	48.01713657	0.279028117	64.84562536
EXO1	1	1.055393558	87.29227761	N	1.050273969	81.79818213	0.37024733	69.17473719
EXO5	1	0.363867196	66.20723363	N	1.005851608	59.12696115	-0.05827707	46.94147835
EXOC8	1	-1.378132055	7.253176931	N	0.910835588	19.51021826	-1.359706702	6.754407748
EXOSC10	1	-0.240984772	38.29912023	N	1.00310433	57.610143	-0.567045478	23.6238722
EXTL1	0.906808305	0.602000088	75.35679374	N	0.982918878	45.86348637	0.848840213	85.84554259
EXTL2	1	0.067632671	52.74682307	N	0.959123133	34.71892549	-0.060718682	46.82559391
EYA3	0.940990516	-0.613778361	23.5483871	N	0.942756399	28.5763909	-0.565988177	23.6652595
F11R	1	-0.274230586	36.8230694	N	0.976888801	43.04984658	-0.230071032	38.10942803
F13B	1	-0.616004115	23.48973607	N	0.998323449	54.84860765	-0.713283503	18.57462131
F3	0.887665198	0.183220836	58.35777126	N	1.070126559	88.0796619	-0.180102418	40.44367188
F5	1	1.530243896	93.98826979	N	0.993842037	52.16812366	-1.088960681	10.33854813
FAAH	0.836859688	-0.484461606	28.16226784	N	0.947532544	30.27846929	-0.727932988	18.08625114
FAAP20	0.620125786	0.465377107	70.44965787	N	1.232835745	99.29948474	0.318276764	66.74944127
FABP3	1	-0.079951356	45.65982405	Y	1.010388266	61.92323279	-0.056357642	47.0159755
