CCDS_r9	CCDS_r11	CCDS_r12	CCDS_r14	CCDS_r15	RVIS_ExAC_0.05%(AnyPopn)	%RVIS_ExAC_0.05%(AnyPopn)	EdgeCase_EVS	OEratio%tile_EVS	RVIS_ExAC_0.1%(AnyPopn)	%RVIS_ExAC_0.1%(AnyPopn)	RVIS_ExAC_0.01%	%RVIS_ExAC_0.01%
C1QA	C1QA	C1QA	C1QA	C1QA	0.188472005	63.11065598	Y	46.79595278	0.085395327	57.98445877	0.259190345	67.56219505
C1QC	C1QC	C1QC	C1QC	C1QC	-0.389476927	26.83573279	N	42.09828957	-0.447257768	24.26359858	-0.222456604	36.13035359
C1QB	C1QB	C1QB	C1QB	C1QB	-0.171262023	38.5579182	N	5.763671404	0.001793345	52.03903379	0.125935892	59.55665321
EPHB2	EPHB2	EPHB2	EPHB2	EPHB2	-1.758156751	2.698632612	N	15.37581306	-2.010724491	1.692669116	-1.643551407	3.108246491
HTR1D	HTR1D	HTR1D	HTR1D	HTR1D	0.317019306	70.07409192	N	58.90146953	-0.276340569	33.48593458	-0.048274428	47.21402325
HNRNPR	HNRNPR	HNRNPR	HNRNPR	HNRNPR	-0.74625035	14.20998735	Y	2.836665864	-0.787396469	12.53538943	-0.861421609	11.16197819
ZNF436	ZNF436	ZNF436	ZNF436	ZNF436	-0.412908334	25.54063008	N	91.05034931	-0.151945653	41.16619481	-0.4902676	22.16131558
ASAP3	ASAP3	ASAP3	ASAP3	ASAP3	-0.048187246	46.83452804	N	64.50252951	0.265339896	68.77898922	0.624435123	83.16366484
E2F2	E2F2	E2F2	E2F2	E2F2	-0.437744673	24.40214445	N	56.23946037	-0.041417539	48.99102464	-0.296569944	31.56436359
ID3	ID3	ID3	ID3	ID3	0.183941289	62.85765918	N	35.59985546	0.257920784	68.36937534	0.157788852	61.49027167
RPL11	RPL11	RPL11	RPL11	RPL11	-0.231399056	35.17257997	Y	1.318959287	-0.273523474	33.72688392	-0.204900301	37.20860189
TCEB3	TCEB3	TCEB3	TCEB3	TCEB3	0.087399875	56.47852539	N	65.18308841	0.938283288	90.02469731	0.552300032	80.8204325
PITHD1	PITHD1	PITHD1	PITHD1	PITHD1	-0.165168851	38.96150834	Unassessed	Unassessed	-0.218057242	36.85320161	-0.142499582	41.0396964
LYPLA2	LYPLA2	LYPLA2	LYPLA2	LYPLA2	-0.22390157	35.60628878	Y	2.445193929	-0.308592032	31.77519427	-0.283553128	32.28721161
GALE	GALE	GALE	GALE	GALE	-0.115656484	42.16613457	N	62.49096603	-0.338336985	29.82952834	-0.187369651	38.27480272
HMGCL	HMGCL	HMGCL	HMGCL	HMGCL	-0.47304596	22.83597374	N	11.26234642	-0.295932501	32.49804229	-0.386910036	26.92608879
FUCA1	FUCA1	FUCA1	FUCA1	FUCA1	-0.024591102	48.62960063	N	54.63743676	0.263240479	68.66453828	0.441170682	76.76645985
CNR2	CNR2	CNR2	CNR2	CNR2	-0.160798272	39.19643395	N	19.56757408	-0.158476056	40.7866996	-0.024222042	48.93681104
IL22RA1	IL22RA1	IL22RA1	IL22RA1	IL22RA1	0.13628989	59.88795856	N	41.74295351	0.281219138	69.68254924	-0.030093936	48.50310222
IL28RA	IFNLR1	IFNLR1	IFNLR1	IFNLR1	-0.236088277	34.85934582	N	Unassessed	-0.00022138	51.87639299	-0.397970706	26.35985784
GRHL3	GRHL3	GRHL3	GRHL3	GRHL3	0.991204482	90.89813867	N	66.53216093	0.696815978	84.97680863	0.941013953	90.70537919
C1orf201	STPG1	STPG1	STPG1	STPG1	0.804694779	87.38630203	N	Unassessed	0.74736779	86.27191133	0.434023375	76.48334438
RCAN3	RCAN3	RCAN3	RCAN3	RCAN3	0.369040313	72.61008373	Y	13.46663455	0.285250491	69.93554605	0.257884594	67.49593398
SRRM1	SRRM1	SRRM1	SRRM1	SRRM1	-0.571153023	19.34823203	N	34.76873043	-0.618896455	17.51099331	-0.382401717	27.1790856
CLIC4	CLIC4	CLIC4	CLIC4	CLIC4	-0.426341105	24.9503042	Y	19.89279692	-0.391791381	26.88392266	-0.485704383	22.41431239
RUNX3	RUNX3	RUNX3	RUNX3	RUNX3	-0.386509188	26.94415999	N	13.53890629	-0.441128684	24.48647672	-0.619610994	17.51701705
SYF2	SYF2	SYF2	SYF2	SYF2	0.187689376	63.06848985	N	34.51577933	0.174721312	63.5082224	0.064188038	55.52075176
C1orf63	C1orf63	C1orf63	C1orf63	C1orf63	0.22298745	64.95994217	N	72.74753072	0.429236122	76.34479851	0.263073644	67.86338172
RHD	RHD	RHD	RHD	RHD	2.519299724	99.14462984	N	80.5227656	3.215038321	99.49400639	2.82078077	99.24703331
TMEM50A	TMEM50A	TMEM50A	TMEM50A	TMEM50A	0.255485516	66.74296729	Y	20.31438208	0.314194996	71.29690982	0.19094768	63.62267333
MAN1C1	MAN1C1	MAN1C1	MAN1C1	MAN1C1	-0.741097901	14.31239082	N	35.19633823	-0.554477656	19.89639178	-0.656681319	16.19179567
C1orf135	AUNIP	AUNIP	AUNIP	AUNIP	0.504467324	78.4651527	N	Unassessed	0.533640611	80.24817782	0.202631196	64.34552135
PAQR7	PAQR7	PAQR7	PAQR7	PAQR7	0.226735611	65.18282031	N	51.66225006	0.740030331	86.09722306	0.278021103	68.67056201
STMN1	STMN1	STMN1	STMN1	STMN1	-0.053014371	46.58755497	Y	5.745603469	-0.037791753	49.35244865	-0.048246066	47.25016565
PAFAH2	PAFAH2	PAFAH2	PAFAH2	PAFAH2	0.666914858	83.90458406	N	87.90652855	-0.021020918	50.41262575	0.447012627	76.93512439
EXTL1	EXTL1	EXTL1	EXTL1	EXTL1	0.898569355	89.22354075	N	80.52878824	0.930545013	89.88615144	0.790848295	87.6152039
SLC30A2	SLC30A2	SLC30A2	SLC30A2	SLC30A2	0.157540076	61.29148846	N	53.43893038	0.021787061	53.38232637	-0.14706503	40.70236733
TRIM63	TRIM63	TRIM63	TRIM63	TRIM63	0.213926368	64.51418589	N	54.85425199	-0.013684807	50.88247696	0.16882055	62.21914343
PDIK1L	PDIK1L	PDIK1L	PDIK1L	PDIK1L	-0.322465662	30.10662008	Y	0.319200193	-0.349789606	29.21510752	-0.290701311	31.9257876
ZNF593	ZNF593	ZNF593	ZNF593	ZNF593	0.074916302	55.59303656	Unassessed	Unassessed	-0.016991825	50.73790735	-0.024845678	48.90669237
CNKSR1	CNKSR1	CNKSR1	CNKSR1	CNKSR1	0.48993039	77.77844708	N	82.76921224	0.847341402	88.36214686	0.805797269	87.91639058
CEP85	CEP85	CEP85	CEP85	CEP85	0.039912245	53.17149569	N	63.19561551	0.07282029	57.20137341	-0.086651408	44.70815011
SH3BGRL3	SH3BGRL3	SH3BGRL3	SH3BGRL3	SH3BGRL3	0.317968917	70.15240046	Y	32.49819321	0.190201685	64.58647069	0.346951869	72.6402024
ZNF683	ZNF683	ZNF683	ZNF683	ZNF683	1.094306757	92.28359737	N	43.83281137	0.959487171	90.44635865	0.615354061	82.8865731
LIN28A	LIN28A	LIN28A	LIN28A	LIN28A	0.052263549	54.02084212	Y	90.72512648	-0.204995486	37.71459551	-0.09765577	43.94915969
DHDDS	DHDDS	DHDDS	DHDDS	DHDDS	0.005557359	50.76802602	N	67.20067454	-0.503126315	21.95048491	-0.324509416	29.96807421
HMGN2	HMGN2	HMGN2	HMGN2	HMGN2	-0.086129591	44.37082103	Y	15.53842448	-0.065524962	47.49713873	-0.079446554	45.16595386
RPS6KA1	RPS6KA1	RPS6KA1	RPS6KA1	RPS6KA1	-0.725322268	14.7220047	N	7.160925078	-1.107959335	6.776700199	-0.944645501	9.607854948
ARID1A	ARID1A	ARID1A	ARID1A	ARID1A	-3.169718989	0.602373351	N	24.40375813	-3.09562151	0.530088549	-2.990639508	0.614420818
PIGV	PIGV	PIGV	PIGV	PIGV	-0.393384038	26.64297331	N	82.86557456	-0.394608411	26.66104452	-0.437623478	24.45033432
SFN	SFN	SFN	SFN	SFN	0.080848026	56.01469791	Y	69.12189834	-0.136065626	42.26853804	-0.059307825	46.37672429
GPN2	GPN2	GPN2	GPN2	GPN2	-0.139710657	40.68429613	N	88.87015177	-0.317134704	31.16679718	-0.341413671	29.15487019
GPATCH3	GPATCH3	GPATCH3	GPATCH3	GPATCH3	0.119732553	58.77356786	N	91.32739099	0.398681553	75.13402807	0.49704668	78.83260045
NR0B2	NR0B2	NR0B2	NR0B2	NR0B2	0.677543187	84.27203181	N	91.93567815	0.374576523	74.00156617	0.279979282	68.74887055
NUDC	NUDC	NUDC	NUDC	NUDC	-0.105814085	42.86488766	N	42.94145989	-0.11607134	43.61785435	-0.223760843	36.02192639
C1orf172	C1orf172	C1orf172	C1orf172	C1orf172	0.01523812	51.42461298	N	55.9503734	0.345229954	72.6402024	0.198715552	64.11059575
FAM46B	FAM46B	FAM46B	FAM46B	FAM46B	-0.417438547	25.31172821	N	72.83787039	-0.636067035	16.92669116	-0.591669839	18.44467201
SLC9A1	SLC9A1	SLC9A1	SLC9A1	SLC9A1	-0.997754644	9.017529065	N	10.76848952	-1.163431566	6.162279381	-1.115609457	6.969459671
WDTC1	WDTC1	WDTC1	WDTC1	WDTC1	-0.331684395	29.6247214	N	10.14815707	-0.429274791	25.06475514	-0.585174135	18.62538401
TMEM222	TMEM222	TMEM222	TMEM222	TMEM222	0.241892844	66.0622854	Y	51.493616	0.17512465	63.55641226	0.32093864	71.10415035
SYTL1	SYTL1	SYTL1	SYTL1	SYTL1	0.609744612	82.19384374	N	56.30570947	0.760427381	86.56707427	0.587416138	82.03120294
MAP3K6	MAP3K6	MAP3K6	MAP3K6	MAP3K6	-0.207217518	36.46165894	N	60.58178752	-0.112283272	43.85880369	0.211657352	64.74308777
FCN3	FCN3	FCN3	FCN3	FCN3	0.974029428	90.59695199	N	62.58130571	0.934173746	89.96445997	0.822081076	88.23564845
CD164L2	CD164L2	CD164L2	CD164L2	CD164L2	0.098187906	57.21342088	Y	21.98867743	0.182461348	64.02626348	0.368392918	73.60399976
GPR3	GPR3	GPR3	GPR3	GPR3	-0.16829518	38.7747726	Y	16.63454589	0.139248629	61.44810554	-0.054117246	46.75019577
WASF2	WASF2	WASF2	WASF2	WASF2	-0.239836704	34.69068128	N	42.15249338	0.082976833	57.7916993	-0.304369983	31.13667851
FGR	FGR	FGR	FGR	FGR	-0.853878709	11.68001928	N	12.58732835	-0.614864389	17.69772905	-0.745719195	13.81242094
FAM76A	FAM76A	FAM76A	FAM76A	FAM76A	0.085378563	56.30986085	Y	57.41989882	0.216724434	66.18276007	0.042092918	53.76784531
STX12	STX12	STX12	STX12	STX12	-0.062856836	45.99722908	Y	85.0457721	-0.391389378	26.92608879	-0.120403705	42.55767725
PPP1R8	PPP1R8	PPP1R8	PPP1R8	PPP1R8	-0.265295341	33.19679537	Y	2.517465671	-0.080599728	46.40081923	-0.214004467	36.67248961
RPA2	RPA2	RPA2	RPA2	RPA2	-0.117059506	42.09384977	Y	88.84003854	0.002196296	52.09324739	-0.051507778	46.97909764
XKR8	XKR8	XKR8	XKR8	XKR8	-0.135180413	40.90717427	N	89.98434112	-0.620993421	17.45677971	-0.348561656	28.73923258
EYA3	EYA3	EYA3	EYA3	EYA3	-0.510691234	21.22763689	N	31.17923392	-0.676460747	15.63761219	-0.736615225	14.00518041
PTAFR	PTAFR	PTAFR	PTAFR	PTAFR	0.009305669	51.0330703	N	32.94989159	0.070319533	56.90621047	0.016082852	52.04505753
ATPIF1	ATPIF1	ATPIF1	ATPIF1	ATPIF1	-0.153141433	39.75664117	Y	99.8795471	-0.031664154	49.72592013	0.097346116	57.77965183
SESN2	SESN2	SESN2	SESN2	SESN2	0.048352757	53.71965544	N	32.84750662	-0.152348488	41.13607614	0.121367994	59.2494428
MED18	MED18	MED18	MED18	MED18	-0.11627782	42.14203964	Y	54.30016863	-0.08713024	45.84663574	-0.073603298	45.4069032
RCC1	RCC1	RCC1	RCC1	RCC1	-0.74703147	14.17384495	N	7.215128885	-0.960737029	9.035600265	-0.947879186	9.535570146
TRNAU1AP	TRNAU1AP	TRNAU1AP	TRNAU1AP	TRNAU1AP	-0.414313318	25.46834528	Y	17.40544447	-0.336727312	29.95602675	-0.354405815	28.41395097
RAB42	RAB42	RAB42	RAB42	RAB42	0.103500998	57.58086862	N	99.67477716	0.183268326	64.17083308	0.122051888	59.36389374
TAF12	TAF12	TAF12	TAF12	TAF12	0.202064403	64.03228721	Y	48.41002168	-0.038194582	49.29221131	0.020650169	52.418529
GMEB1	GMEB1	GMEB1	GMEB1	GMEB1	-0.829041249	12.19203662	N	46.08528066	-0.856732132	10.98728992	-0.722318194	14.31841455
OPRD1	OPRD1	OPRD1	OPRD1	OPRD1	-0.423373122	25.0587314	Y	12.74391713	-0.254333096	34.81717969	-0.340109555	29.20908379
EPB41	EPB41	EPB41	EPB41	EPB41	-0.018038554	49.04523824	N	63.46663455	-0.23836842	35.69062105	-0.141251606	41.11800494
SRSF4	SRSF4	SRSF4	SRSF4	SRSF4	-0.24436697	34.43166074	N	37.29824139	-0.00715456	51.35835191	-0.080126778	45.08162159
PTPRU	PTPRU	PTPRU	PTPRU	PTPRU	-2.037831654	1.861333655	N	25.33726813	-2.181759444	1.379434974	-0.964298624	9.222336004
MATN1	MATN1	MATN1	MATN1	MATN1	0.208613683	64.26721282	N	43.80269815	-0.277146132	33.44376845	-0.344674846	28.96211072
LAPTM5	LAPTM5	LAPTM5	LAPTM5	LAPTM5	0.5007195	78.26034576	N	73.20525175	0.74817618	86.2839588	0.5133316	79.46509246
PUM1	PUM1	PUM1	PUM1	PUM1	-1.833282371	2.451659539	N	10.3649723	-1.427745897	3.969640383	-1.925686261	2.054093127
NKAIN1	NKAIN1	NKAIN1	NKAIN1	NKAIN1	0.098970343	57.26763448	Y	21.35629969	0.093135003	58.58080839	0.346298614	72.60406
SNRNP40	SNRNP40	SNRNP40	SNRNP40	SNRNP40	-0.505380388	21.52882356	Y	8.124548302	-0.675657107	15.69182579	-0.440206987	24.35395458
ZCCHC17	ZCCHC17	ZCCHC17	ZCCHC17	ZCCHC17	-0.2615466	33.41967351	Y	92.19465189	-0.163798563	40.46744172	-0.416154828	25.43220288
FABP3	FABP3	FABP3	FABP3	FABP3	0.086160928	56.35805072	Y	56.73331727	-0.003931072	51.65351485	0.01999768	52.3101018
TINAGL1	TINAGL1	TINAGL1	TINAGL1	TINAGL1	-0.449772085	23.8539847	N	23.63285955	-0.753131017	13.41485453	-0.10222198	43.71423408
HCRTR1	HCRTR1	HCRTR1	HCRTR1	HCRTR1	0.184559793	62.87573038	N	39.05083113	0.532026256	80.16986928	0.369664107	73.64014216
PEF1	PEF1	PEF1	PEF1	PEF1	-0.105814085	42.86488766	N	65.20115635	0.015256825	52.93054635	-0.00666476	50.28010361
BAI2	BAI2	BAI2	BAI2	BAI2	-1.268997389	5.6803807	N	15.34569983	-1.19603907	5.818926571	-0.971368089	9.0777664
SPOCD1	SPOCD1	SPOCD1	SPOCD1	SPOCD1	-0.014452515	49.28618758	N	81.8838834	0.435859284	76.58574785	-0.109430582	43.22631167
PTP4A2	PTP4A2	PTP4A2	PTP4A2	PTP4A2	-0.032708307	48.01517981	Y	13.00289087	0.024205065	53.63532317	-0.017697951	49.46689958
KHDRBS1	KHDRBS1	KHDRBS1	KHDRBS1	KHDRBS1	-0.599416835	18.43864827	Y	3.32450012	-0.495389133	22.37214626	-0.563054664	19.37232697
TMEM39B	TMEM39B	TMEM39B	TMEM39B	TMEM39B	-0.132213829	41.09993374	N	10.61190075	-0.220874867	36.61225227	-0.094421986	44.20818023
KPNA6	KPNA6	KPNA6	KPNA6	KPNA6	-0.530997824	20.50478887	Y	5.57094676	-0.475795184	23.11908921	-0.441510744	24.28769351
TXLNA	TXLNA	TXLNA	TXLNA	TXLNA	0.127391202	59.32775134	N	38.40038545	-0.262474133	34.32925727	-0.141221958	41.16619481
CCDC28B	CCDC28B	CCDC28B	CCDC28B	CCDC28B	0.035706059	52.89440395	Y	91.18887015	-0.087532968	45.82254081	-0.004707464	50.37045961
IQCC	IQCC	IQCC	IQCC	IQCC	0.562254659	80.7120053	N	94.60370995	0.682949041	84.66357448	1.251089709	94.37985664
TMEM234	TMEM234	TMEM234	TMEM234	TMEM234	0.048515287	53.77386904	N	96.70561311	0.140861549	61.58665141	0.213042397	64.92379977
EIF3I	EIF3I	EIF3I	EIF3I	EIF3I	-0.542244932	20.21564966	Y	0.656468321	-0.357527114	28.76332751	-0.486356055	22.38419372
FAM167B	FAM167B	FAM167B	FAM167B	FAM167B	0.44136987	75.91108969	Unassessed	Unassessed	0.51486126	79.67592314	0.377499659	73.94132884
LCK	LCK	LCK	LCK	LCK	0.04163831	53.32208903	N	23.1992291	0.05605008	55.89422324	-0.256265321	33.88952473
HDAC1	HDAC1	HDAC1	HDAC1	HDAC1	-0.629563751	17.40256611	N	2.818597928	-0.648325126	16.52912475	-0.665760848	15.8725378
MARCKSL1	MARCKSL1	MARCKSL1	MARCKSL1	MARCKSL1	0.043984803	53.4787061	Y	11.45507107	-0.211928734	37.23872056	-0.322553565	30.10059635
TSSK3	TSSK3	TSSK3	TSSK3	TSSK3	0.04242045	53.39437383	N	77.79450735	-0.033275652	49.53316065	0.047282931	54.20155412
BSDC1	BSDC1	BSDC1	BSDC1	BSDC1	-0.313563363	30.60658996	N	63.87617442	-0.462733268	23.53472682	-0.288117664	32.02819107
ZBTB8OS	ZBTB8OS	ZBTB8OS	ZBTB8OS	ZBTB8OS	0.139581853	60.0927655	Y	21.92242833	-0.045530684	48.7862177	0.081745908	56.61707126
RBBP4	RBBP4	RBBP4	RBBP4	RBBP4	-0.347302043	28.85368351	Y	2.150084317	-0.370589485	28.04650322	-0.314101607	30.58851876
YARS	YARS	YARS	YARS	YARS	-0.615349168	17.80615626	N	30.20958805	-0.235144036	35.74483465	-0.692420993	15.07740498
HPCA	HPCA	HPCA	HPCA	HPCA	-0.284820613	32.05228601	Y	5.878101662	-0.231923799	36.05204506	-0.266649128	33.23896151
TMEM54	TMEM54	TMEM54	TMEM54	TMEM54	0.324681237	70.4294922	N	91.71886292	0.375787745	74.07385097	0.181841901	63.04439492
RNF19B	RNF19B	RNF19B	RNF19B	RNF19B	-0.850129675	11.75230408	N	9.244760299	-0.960737029	9.035600265	-0.839323947	11.60773447
AK2	AK2	AK2	AK2	AK2	1.152434038	93.10884886	N	49.5603469	1.169929938	93.17510993	0.761637247	86.89235588
ADC	ADC	ADC	ADC	ADC	0.179247235	62.56851997	N	93.20645628	0.268561266	68.94765376	0.073263137	56.06891151
TRIM62	TRIM62	TRIM62	TRIM62	TRIM62	-0.186416163	37.63628697	N	39.6350277	-0.221277625	36.58815734	0.083020502	56.6953798
ZNF362	ZNF362	ZNF362	ZNF362	ZNF362	-0.410564403	25.64905729	Y	8.47386172	-0.157267947	40.88307933	-0.230908753	35.50388531
PHC2	PHC2	PHC2	PHC2	PHC2	-0.723140479	14.84247937	N	64.11105758	-0.618492473	17.52304078	-0.559847624	19.48075417
CSMD2	CSMD2	CSMD2	CSMD2	CSMD2	-2.632289778	0.939702428	N	35.14815707	-1.198599899	5.764712969	-1.432767878	4.078067586
C1orf94	C1orf94	C1orf94	C1orf94	C1orf94	0.327481815	70.56803807	N	62.25608287	0.220028775	66.29721101	0.018663273	52.24384073
GJB5	GJB5	GJB5	GJB5	GJB5	0.528520969	79.4891874	N	81.40207179	0.643768409	83.51906512	0.790878961	87.62122764
GJB4	GJB4	GJB4	GJB4	GJB4	1.925315933	98.09047648	N	49.27125994	1.133640976	92.72332992	2.301135224	98.76513463
GJB3	GJB3	GJB3	GJB3	GJB3	0.688786755	84.59128968	N	83.1907974	0.650298116	83.66965845	0.433370522	76.46527318
ZMYM6	ZMYM6	ZMYM6	ZMYM6	ZMYM6	-0.149715505	39.94940064	N	73.47024813	-0.701290858	14.9027167	-0.179599193	38.63622673
SFPQ	SFPQ	SFPQ	SFPQ	SFPQ	-0.688297251	15.86049033	Unassessed	Unassessed	-0.607528735	17.99289199	-0.806818552	12.30648756
ZMYM4	ZMYM4	ZMYM4	ZMYM4	ZMYM4	-1.15977883	6.867056201	N	29.80607083	-1.153210561	6.300825251	-1.239823251	5.55990603
KIAA0319L	KIAA0319L	KIAA0319L	KIAA0319L	KIAA0319L	-1.186007125	6.644178062	N	31.60684172	-0.833434469	11.4511174	-1.344458275	4.66839347
NCDN	NCDN	NCDN	NCDN	NCDN	-1.82482817	2.48780194	N	2.993254637	-1.521596683	3.3973857	-1.500447871	3.75880971
TFAP2E	TFAP2E	TFAP2E	TFAP2E	TFAP2E	0.252354286	66.58032649	Unassessed	Unassessed	0.408839629	75.54364195	0.604975616	82.55526775
PSMB2	PSMB2	PSMB2	PSMB2	PSMB2	0.011651944	51.1776399	Y	35.09395326	0.064998653	56.57490513	0.058345619	55.08704295
C1orf216	C1orf216	C1orf216	C1orf216	C1orf216	0.393876916	73.80278296	N	45.91664659	0.437380521	76.67610385	0.281284954	68.84525029
CLSPN	CLSPN	CLSPN	CLSPN	CLSPN	0.961544619	90.36805012	N	90.58058299	1.05014882	91.69327149	0.849987987	88.85006927
EIF2C4	EIF2C4	AGO4	AGO4	AGO4	-1.45751154	4.210589724	N	62.00313178	-1.341703817	4.66839347	-1.337271142	4.734654539
EIF2C1	EIF2C1	AGO1	AGO1	AGO1	-1.692333103	2.927534486	N	3.866538184	-1.41064467	4.090115053	-1.484192579	3.831094512
EIF2C3	EIF2C3	AGO3	AGO3	AGO3	-0.928391661	10.16203843	N	15.6889906	-1.202618398	5.716523101	-1.033034307	8.144087706
TEKT2	TEKT2	TEKT2	TEKT2	TEKT2	1.173354224	93.36184567	N	88.70754035	1.506075545	96.21107162	1.004071653	91.75953256
ADPRHL2	ADPRHL2	ADPRHL2	ADPRHL2	ADPRHL2	-0.485854739	22.31793265	N	70.57937846	-0.39299803	26.76947172	-0.061917252	46.17794109
COL8A2	COL8A2	COL8A2	COL8A2	COL8A2	-0.294039195	31.52219746	Unassessed	Unassessed	-0.442738588	24.39612072	-0.018379324	49.34040118
TRAPPC3	TRAPPC3	TRAPPC3	TRAPPC3	TRAPPC3	0.074133921	55.53882296	Y	55.77571669	0.072335086	57.14113608	0.105798895	58.32178784
THRAP3	THRAP3	THRAP3	THRAP3	THRAP3	-0.933870141	10.04758749	N	31.20934715	-0.839963698	11.31859527	-1.095474148	7.222456479
FAM176B	EVA1B	EVA1B	EVA1B	EVA1B	0.61069922	82.24805735	Unassessed	Unassessed	0.438996991	76.77248359	0.43990209	76.71826998
STK40	STK40	STK40	STK40	STK40	-0.908865594	10.54755738	N	30.63117321	-1.05127862	7.613999157	-0.763276219	13.38473586
LSM10	LSM10	LSM10	LSM10	LSM10	-0.153141433	39.75664117	Y	4.800048181	-0.031664154	49.72592013	-0.011202678	49.93072706
OSCP1	OSCP1	OSCP1	OSCP1	OSCP1	-0.482887308	22.44443106	N	64.82775235	-0.255540918	34.71477622	-0.567617118	19.2337811
MRPS15	MRPS15	MRPS15	MRPS15	MRPS15	0.29453085	68.92355882	N	81.1370754	-0.039805985	49.11149931	0.404781534	75.32678754
CSF3R	CSF3R	CSF3R	CSF3R	CSF3R	0.693780298	84.71778809	N	28.48711154	0.98400768	90.85597253	0.872092847	89.35606289
GRIK3	GRIK3	GRIK3	GRIK3	GRIK3	-1.875477144	2.301066201	N	15.62876415	-1.373080818	4.385277995	-1.834019947	2.355279802
ZC3H12A	ZC3H12A	ZC3H12A	ZC3H12A	ZC3H12A	0.301863673	69.32714897	N	20.26017827	0.682546282	84.65755075	0.125905771	59.53858201
MEAF6	MEAF6	MEAF6	MEAF6	MEAF6	-0.259984232	33.53412445	Y	4.233919537	-0.211123964	37.36521896	-0.243248812	34.82320342
SNIP1	SNIP1	SNIP1	SNIP1	SNIP1	0.528520969	79.4891874	N	71.91640569	0.118448965	60.09878923	0.465224102	77.65194868
DNALI1	DNALI1	DNALI1	DNALI1	DNALI1	-0.482105931	22.46852599	N	52.37894483	-0.082210913	46.15384615	0.061577968	55.36413469
GNL2	GNL2	GNL2	GNL2	GNL2	-0.504138246	21.56496597	N	59.75668514	-0.784090053	12.60767424	-0.667745889	15.7460394
C1orf109	C1orf109	C1orf109	C1orf109	C1orf109	0.130520552	59.56870068	Y	80.09515779	0.168191365	63.12270345	0.204589449	64.42382989
CDCA8	CDCA8	CDCA8	CDCA8	CDCA8	-0.035054153	47.78627794	Y	29.55311973	0.160854781	62.6287573	0.265684709	68.01397506
EPHA10	EPHA10	EPHA10	EPHA10	EPHA10	1.215235768	93.89193422	N	66.52011563	0.864934079	88.675381	0.729081872	86.06108066
MANEAL	MANEAL	MANEAL	MANEAL	MANEAL	-0.041148446	47.32245045	Y	63.01493616	-0.013281877	50.91259563	-0.117169622	42.73838925
SF3A3	SF3A3	SF3A3	SF3A3	SF3A3	-0.575360488	19.2337811	Y	2.180197543	-0.516590994	21.43846756	-0.517556701	21.12523342
UTP11L	UTP11L	UTP11L	UTP11L	UTP11L	-0.109562537	42.53960605	Y	61.81040713	-0.295530085	32.54623215	-0.130160457	41.87699536
RRAGC	RRAGC	RRAGC	RRAGC	RRAGC	-0.252486589	33.99795193	Y	6.540592628	-0.246192634	35.25691223	-0.104803573	43.56966448
MYCBP	MYCBP	MYCBP	MYCBP	MYCBP	0.355616049	71.96554424	N	Unassessed	0.308069486	71.01981808	0.262455456	67.83326306
GJA9	GJA9	GJA9	GJA9	GJA9	0.081467411	56.04481658	N	58.65454107	0.0067118	52.42455274	-0.281622163	32.43178122
AKIRIN1	AKIRIN1	AKIRIN1	AKIRIN1	AKIRIN1	-0.132053744	41.12402867	Unassessed	Unassessed	-0.058994429	47.98506114	-0.111299208	43.105837
NDUFS5	NDUFS5	NDUFS5	NDUFS5	NDUFS5	-0.062074996	46.05144268	Y	64.61093712	-0.086727535	45.87675441	0.074598409	56.18938618
MACF1	MACF1	MACF1	MACF1	MACF1	-4.085201978	0.246973074	N	41.3153457	-3.08038027	0.554183483	-4.427078539	0.168664538
PABPC4	PABPC4	PABPC4	PABPC4	PABPC4	-1.779673267	2.614300343	N	5.227655987	-1.438785052	3.927474249	-1.663631855	2.999819288
HEYL	HEYL	HEYL	HEYL	HEYL	0.50899845	78.69405458	N	89.06287642	0.755109831	86.48876574	0.629683129	83.38654298
NT5C1A	NT5C1A	NT5C1A	NT5C1A	NT5C1A	-0.396350797	26.47430878	N	59.10623946	-0.400736269	26.38395277	-0.149021956	40.60598759
HPCAL4	HPCAL4	HPCAL4	HPCAL4	HPCAL4	-0.202814005	36.71465574	Y	37.1536979	-0.204593058	37.76880911	0.050545529	54.45455093
PPIE	PPIE	PPIE	PPIE	PPIE	0.071787024	55.35811096	Y	9.563960491	0.077655831	57.49653635	0.063535504	55.47858563
BMP8B	BMP8B	BMP8B	BMP8B	BMP8B	1.058394703	91.86193603	Unassessed	Unassessed	0.824851637	87.90434311	0.638790467	83.69375339
MFSD2A	MFSD2A	MFSD2A	MFSD2A	MFSD2A	-0.512253979	21.19751822	N	25.57215129	-0.235144036	35.74483465	-0.149674308	40.56382146
PPT1	PPT1	PPT1	PPT1	PPT1	-0.374481685	27.55858081	N	73.24741026	-0.254735634	34.76898982	-0.054117246	46.75019577
RLF	RLF	RLF	RLF	RLF	-0.472154274	22.8660924	N	44.67598169	-0.728174693	14.04132281	-0.58072767	18.78200108
ZMPSTE24	ZMPSTE24	ZMPSTE24	ZMPSTE24	ZMPSTE24	-0.870437067	11.31257153	N	33.08238979	-0.628731183	17.1676405	-0.869873884	10.96319499
COL9A2	COL9A2	COL9A2	COL9A2	COL9A2	1.416438274	95.71712547	N	26.91520116	1.4505991	95.83760014	1.593046655	96.80139751
